,com_rating,job1,location,Salary_min($),Salary_max($),datepost,desc,lat,lng
349,4.2,Senior Data Analyst,"New York, NY",60000,99000,2d,"If you have a minimum of 5 years experience in database reporting application development and you live and breathe data, our client has a fantastic work from home opportunity for you. This shop is the leading innovator in email monetization, dynamic subscriber engagement and real-time personalization. They enable publishers and brands to deliver the person-to-person experience subscribers expect at any scale, with a simple yet sophisticated platform that is easy to use, nimble and efficient. This established firm needs a disciplined, self-motivated database pro with Advanced R, Python, and SQL skills, as well as experience with BI Tools, to build reporting dashboards from the ground up, automate reporting for the entire company, and grow a data management team. The successful candidate can set up shop in the companys shared WeWork space in New York City, or work entirely remote. Primary Responsibilities: Act as team lead for data management; analyze existing data storehouses and available reporting mechanisms to design, develop and implement reporting dashboards for all data-dependent company departments  Gather, document and refine requirements from stakeholders, iterate mock-ups and prototypes based on feedback from stakeholders  Develop and deploy automated reporting mechanisms based on stakeholder requirements  Assist in the selection and growth of data management team members to support reporting application development, deployment and ongoing support work  Consistently deliver against project milestones and deadlines, with regular progress reporting to management Required Experience, Skills and Traits 5+ years experience developing database and/or reporting applications, ideally with team leadership experience  Proven success managing software development projects and leading development teams  Advanced R, Python, SQL and BI Tools expertise  Experience working at a small company  Proven ability to work effectively under minimal supervision, from a shared workspace or home  Experience managing people is strongly preferred, but not a strict requirement  Excellent verbal, written and interpersonal communication skills",40.7127753,-74.0059728
350,4.3,"Office of the CAO | Reference Data, Technical Operations Analyst | Chicago/","New York, NY",68000,92000,4d,"Job DescriptionThe Team:We are looking for leaders and problem solvers who are passionate about data and data management.The purpose of the Reference Data Product Management group is to manage daily operations of enterprise reference data systems and associated businesses processes. The role requires effective management of tactical, BAU activity, as well as longer term, more strategic projects to introduce product and process improvements.A successful candidate will be an analyst with a strong technical and operations background who communicates and collaborates effectively, taking ownership and accountability for a wide range of projects. Scope of projects will range from data design and analysis, to workflow design and automated report generation, to leveraging self-service tools and scripting in support of daily production operations. The candidate will demonstrate a track record of success in a technical operations role, with the ability to contribute meaningfully to superior analysis, tooling, and data-driven process improvements over time. The ability to work effectively with a wide range of stakeholders; front office customers, project managers, business analysts, and technologists is highly valued.Primary Responsibilities:Reporting to the Project Management and Business Analysis (PM/BA) Lead, the Technical Operations Analyst will be responsible for supporting robust reference data operations, with a focus on instrument master data, but also including other types of reference data such as party and end of day pricing data.Design and help implement process automation and workflow tools (e.g. Jira).Support data design, collection, analysis, and automated report generation for change and incident management, as well as global operations.Design and configure functions within reference data (e.g. data quality checks), via GUI or SQL / scripting.Perform ad hoc data analysis, using a variety of tools as well as scripting.Work with technologists, project managers, and business analysts to deliver reference data system upgrades.Required SkillsQualifications:3 or more years of professional experience in financial services, with working knowledge of financial products and instruments.Proficient in SQL and at least one language (e.g. Python).Experience with workflow tools (e.g. Jira) and reporting tools (e.g. Tableau) preferred.Ability to work effectively in a fast-paced environment with multiple stakeholders.Very strong attention to detail, with an interest in process design and automation.Strong analytical skills.Education: BA/BS Bachelor’s Degree (STEM degree preferred)About CitadelCitadel is a global investment firm built around world-class talent, sound risk management, and innovative leading-edge technology. For a quarter of a century, Citadel’s hedge funds have delivered meaningful and measurable results to top-tier investors around the world, including sovereign wealth funds, public institutions, corporate pensions, endowments and foundations.  With an unparalleled ability to identify and execute on great ideas, Citadel’s team of more than 675 investment professionals, operating from offices including Chicago, New York, San Francisco, London, Hong Kong and Shanghai, deploy capital across all major asset classes, in all major financial markets.",40.7127753,-74.0059728
351,4.5,Sr Data Analyst,"New York, NY",72000,115000,10d,"ABOUT US Simon Data was founded in 2015 by a team of successful serial entrepreneurs. We're a data-first marketing platform startup, and we approach our work seriously; we tackle problems in a scrappy and disruptive fashion, yet we build for scale to support our clients at big data volume.  We are the first and only enterprise customer data platform with a fully-integrated marketing cloud. Moving beyond the limitations of both categories, Simon's platform empowers businesses to leverage enterprise-scale big data and machine learning to power customer communications in any channel. Simon's unique approach allows brands to develop incredible personalization capabilities without needing to build and maintain massive bespoke data infrastructure.  Our culture is rooted in organizational transparency, empowering individuals, and an attitude of getting things done. If you want to be a valuable contributor on a team that cultivates these core values we would love to hear from you. The Role: As a Data Analyst at Simon, you will work across the organization to generate the data and analysis needed to make the best decisions as we grow and innovate. You'll be responsible for pushing the business forward based on insights derived from your deep understanding of our data and operations. You'll have exposure to our executives with the opportunity to learn from their industry leading experience.  You are someone who's curious and passionate about establishing and measuring metrics/KPIs and using data to answer a hypothesis instead of ""gut-feel"". You care deeply about your work and always seek to grow your knowledge and skills. WHAT YOU'LL DOAnalyze and transform data in order to derive meaningful insights for internal stakeholdersDevelop and maintain Looker dashboards, looks and models to deliver insightsBuild out dbt and Looker models to incorporate new data fields or sourcesPartner with data engineering to ingest new data sources and maintain current data pipesAssist in building out training program for Lookers for end users to be self-sufficientQUALIFICATIONSBachelor's degree in a quantitative fieldStrong analytical skillsFluency in SQL (LookML is a plus)Experience with Snowflake, Looker, and dbt is a plus.Excellent communication of insights and concepts to technical and non-technical audiencesGrowth mindset: you seek out learning opportunities for yourself and the teamVisa sponsorship for this role is currently not available.Diversity We're proud to be an equal opportunity employer open to all qualified applicants regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or expression, Veteran status, or any other legally protected status.",40.7127753,-74.0059728
352,4.0,Sr Data Analyst- Population Health,"New York, NY",62000,90000,11d,"NYU School of Medicine is one of the nation’s top-ranked medical schools. For 175 years, NYU School of Medicine has trained thousands of physicians and scientists who have helped to shape the course of medical history and enrich the lives of countless people. An integral part of NYU Langone Health, the School of Medicine at its core is committed to improving the human condition through medical education, scientific research, and direct patient care. For more information, go to med.nyu.edu, and interact with us on Facebook, Twitter and Instagram. Position Summary: We have an exciting opportunity to join our team as a Sr Data Analyst  In this role, the successful candidate The successful applicant will join DataCore, an innovative team within NYU Langone Health’s Medical Center Information Technology department that utilizes state-of-the-art technology and informatics products to meet the clinical research and analytics needs of a prestigious institution. S/he will primarily support the Center for Healthcare Innovation and Delivery Science (CHIDS). CHIDS is a locus for collaboration among clinicians, researchers, educators, and administrators, who are working together in accelerating the transformation to a learning healthcare system and to improve patient outcomes. S/he will collaborate closely with faculty, clinicians, fellow data analysts, and biostatisticians to advance research and practice in healthcare implementation science, quality of care, and patient safety. In particular, s/he will perform a key role in organizing databases, creating and aggregating datasets, and contributing to analyses for studies in the areas of outcomes-related research, chronic disease management, standard care pathways evaluation, and patient care quality and safety. S/he will also be a key contributor to a federally-funded grant to create a Patient Imaging Quality and Safety Laboratory. Applicants are required to have strong programming and data management skills, including but not limited to proficiency in SAS, R, and SQL and experience in retrieving and analyzing data from clinical and claims databases. Job Responsibilities:Optimize utilization of patient-generated data for research and care; develop rapid-cycle analytic processes with associated feedback to drive improvements in quality, efficiency, and financial performance.Extract, analyze, and present insights from clinical, administrative, and operational data; manage and improve existing databases; develop programs, methodologies, and source files for data analysis and presentation.Provide clinical data for research projects and operational improvement initiatives; perform data analysis in support of ad-hoc requests; collaborate with researchers and administrators in refining query parameters of clinical data extraction/analytical support requests.Combine disparate data sources into an integrated database or dataset.Develop data extraction programs/routines for data transfer to authorized agencies or individuals.Support DataCore clinical research projects in programming tables, listings, and figures (TLFs) using SAS (e.g. for DSMC, QA/QC, etc.).Minimum Qualifications: To qualify you must have a Typically requires 4 or more years of experience and BA/BS degree or equivalent. Preferred Qualifications: SAS Certification preferred, Experience with Population Health information and Clinical Trials Qualified candidates must be able to effectively communicate with all levels of the organization. NYU School of Medicine provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you’ll feel good about devoting your time and your talents.  NYU School of Medicine is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.  If you wish to view NYU School of Medicine’s EEO policies, please click here. Please click here to view the Federal “EEO is the law” poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.",40.7127753,-74.0059728
353,4.2,Data Analyst (Tableau / Qlik),"Bridgewater, NJ",50000,82000,3d,"Our client, a world leading Pharmaceutical Company in Bridgewater, NJ,is currently looking for a Data Analyst (Tableau / Qlik) to join their expanding team. Position Details: Job Title: Data Analyst (Tableau / Qlik)  Duration: 08 months contract, extendable up to 24 months  Location: Bridgewater, NJ, 08807 Note: Client has the right-to-hire you as a permanent employee at any time during or after the end of contract.  You may participate in the company group medical insurance plan Job Description: Drive business insights through the active mining and analysis of supply chain operations and/or financial data across the Medical Devices Franchises (CSS, DPS and OneETH).  Responsible to coordinate monthly & quarterly reporting of E2E Supply Chain KPIs and Capital for E2E Supply Chain across the Medical Devices franchises (CSS, DPS and OneETH).  Collaborate with cross functional business partners to highlight areas of potential opportunity and assist with ad-hoc analysis of capital investments  Provide support during business planning cycles, including creating documentation & updating reference materials  Document Work Instructions as needed Education, Experience, Skills: BS/MS with 1+ years experience  Candidates must have a Bachelors Degree or higher in Management Information Systems, Supply Chain Management, Engineering, Statistics, Business Administration, or similar from an accredited college/university.  Experience in querying or data mining large amount of information to draw insights.  Knowledge and/or experience in the Medical Device industry is desired, but not required.  Familiarity with Tableau, Instantis, Corporater and/or Qlik is preferred, but not required  Able to demonstrate strong analytical and quantitative skills, excellent communication and presentation skills and leadership qualities are required.",40.5939636,-74.6049061
354,2.2,HEDIS Data Analyst,"New York, NY",46000,71000,4d,"HEDIS Data Analyst VillageCare is looking for a self-motivated Data Analyst, with a strong MLTC and HEDIS background who will support the Quality and Data at VillageCareMAX. The Data Analyst will provide information and analytical insight to drive business decisions, utilizing AWS redshift and SQL to implement performance and quality improvements.  We would like to speak to those who have a Bachelor's degree in relevant field, seeking those who bring 3-5+ years of experience in Healthcare analytics. The ability to run complex queries, manipulates, transform, and generate reports using SQL, MS Excel, and BI tools. Experience with MLTC or HEDIS will be vital to this position.  There are many benefits to working for VillageCare. If you are someone who likes being part of a team, enjoys highly competitive compensation and benefits package, a 403(b) retirement plan and much more than we would love to speak with you! VillageCare offers a wide range of at-home and community-based services, as well as managed long-term care options that seek to match each individual's needs to help them attain and maintain the greatest level of independent living possible. We are committed to superior outcomes in quality health care.VillageCare is a Drug-free workplace. Equal Opportunity Employer.Job Posted by ApplicantPro",40.7127753,-74.0059728
355,3.7,Senior Data Analyst,"Queens Village, NY",57000,89000,22d,"Job DescriptionBrand: Estée Lauder Companies Job: Information Technology Primary Location: Americas-US-NY-Long Island City Job Type: Standard Schedule: Full-time Shift: 1st (Day) Shift Job Number: 1917777DescriptionThe Senior Data Analyst is responsible for working with the Data and Analytics team on multiple projects focused on extracting knowledge and insight from data in various formats from internal and external data sources. The position works in partnership with business analysts and developers to perform analyses, prototype analytical tools, and enable solutions that will empower business users to make better operational, marketing and financial decisions for the company. The position reports to the Executive Director, Data and analytics. A successful candidate must have experience in data and analytics and can provide value added perspectives for impactful decision making.•Work with cross-functional project teams in order to collaborate with different areas of the business (Product Development, HR, Creative, Finance, Global Supply Chain, etc.) to support brands/functions/regions/affiliates with ongoing data questions, including explaining available datasets, recommending analytical techniques and assisting with storytelling for management presentations. (50%)•Leverage advanced analytics and data discovery techniques to explore internal and external data sets to answer strategic business questions. (15%)•Leverage advanced visualization techniques to assist stakeholders with insightful storytelling using data (15%)•Support corporate performance management efforts by developing solutions that help uncover root causes of performance. (15%)Participate in the company's Business Intelligence and Analytics Process to efficiently identify, prioritize and develop reporting and analytics solutions for the business. (5%)Qualifications•2 to 5 years’ experience working with data and analytics, including increased responsibility for project management and deliverables over time•Strong analytical skills, work ethic, problem solving ability and over-all positive attitude•Excellent organization, interpersonal, communication and presentation/meeting management skills•Strong business partnering, facilitation and influencing skills•Self-starter with ability to focus on multiple priorities•Tracked experience in delivering projects on-time and on-budget•Ability to translate complex analytical results into business focused visuals and story•Experience with Visualization Tools such as Tableau, Microsoft Power BI•Experience with data exploration tools such as R, Python, SQLWe are an equal opportunity employer. Minorities, women, veterans, and individuals with disabilities are encouraged to apply.",40.7156628,-73.7419017
356,2.8,Data Analyst,"West Point, NY",38000,63000,11d,"The Oneida ESC Group is a family of companies owned by the Oneida Nation of Wisconsin that delivers customer-focused engineering, science, and construction services worldwide.  Our family of companies include: Oneida ESC Group (OESC), Oneida Total Integrated Enterprises (OTIE), Mission Support Services (MS2), Sustainment & Restoration Services (SRS) and Oneida Engineering Solutions (OES). We integrate our staff for dedicated, cooperative, and business-like delivery of services to enhance our customers missions.  Sustainment & Restoration Services (SRS) is an 8(a) firm that provides engineering, science, construction, munitions, and specialized professional services solutions for customers nationwide.  SRS has an immediate opening for a Data Analyst the United States Military Academy, West Point.  The Office of Economic and Manpower Analysis (OEMA) and the Economics Department at The United States Military Academy, West Point welcomes applications for one open Data Analyst position in direct support of our mission of conducting policy analysis for senior leaders in the Department of Defense. Data Analysts in OEMA work alongside PhD economists conducting empirical research on topics in labor and public economic fields using administrative data from government, non-profit and private sources. These include, for example, data from the Army, Department of Defense, Veterans Affairs, Social Security Administration, credit bureaus, and the National Student Clearinghouse. Successful analysts are those who have demonstrated the ability to work with large datasets, have an appreciation for and experience with genuine empirical research, and have an interest in pursuing economics or policy research at the graduate level in the future. A completed B.S. in Economics, Computer Science, Mathematics, or a related degree is required at the time of appointment.  EOE- Minorities/Females/Disabled/VeteransSDL2017",41.3914827,-73.95597210000001
357,3.0,Clinical Data Analyst,"Bronx, NY",45000,67000,12d,"Job Description:SBH Health System seeks a Clinical Data Analyst for Healthcare Analytics and Reporting. Clinical Data Analyst coordinates the valuation, design, testing, implementation and provision of technical and application support for designated components of the Management Information System. This analyst serves as a consultant to departmental managers seeking assistance with MIS, Data analytics related issues. He/She will also assist with the development of policies and procedures relative to the information management and systems.Requirements:Candidates will possess a Bachelors' Degree and/or equivalent work experience related to roles and responsibilities described above. The ideal candidate will possess two to four years of active and progressive experience in a healthcare environment that has provided knowledge of complex hospital operations. He/she must have prior experience with healthcare information systems including system installations/upgrades, analysis and support of financial, or clinical/ancillary systems. SQL programming preferred. Data visualization and business intelligence application experience preferred.Union Position: Non-Union Regular or Temporary: Regular Position Type: Full-time Position Number:JM105302Home Department: Healthcare Analytics Shift:D",40.8447819,-73.8648268
358,3.5,"Vendor/Procurement Data Analyst - Integrated Resources, Inc","New York, NY",70000,116000,30d+,Responsible for analyzing vendor data that directly impacts financials. Communicating directly with vendors and procurement to validate system information. The Analyst will support procurement in the analysis global vendor set ups along with purchase orders in alignment with policies and processes. Participates on cross-functional work teams.  Quals--  JOB TITLE: Vendor/Procurement Data Analyst Requires expert level of Attention to Detail and Written & Verbal Communication Skills. Advanced in EXCEL and MS Office. SAP experience is preferred. Bachelors degree required.,40.7127753,-74.0059728
359,3.8,Practice Spclst Data Analyst,"Manhasset, NY",55000,83000,4d,"Job DescriptionAs a Data Analyst Practice Specialist, you will participate in the ongoing process to improve the data collection and reporting mechanisms necessary to facilitate patient care, provide patient records, evaluate departmental performance, support strategic planning and provide analytical support to management. You will also be responsible for providing education and guidance in the integration of information systems functions throughout the department.Responsibilities Include:Produces reports Cooperates with managers and staff to develop and produce appropriate data and collection tools.Produces financial and operational reports which are accurate concise, and understandable; reviews reports to ensure validity and reliability.Assists management with ongoing evaluation of departmental productivity and opportunities for efficiency improvements.Prepares clear presentation exhibits.Maintains and updates entry and computer skills; resolves software issues, as needed. Uses a variety of computer applications and user defined and advanced user defined reporting systems.Troubleshoots software problems and communicates with vendors to resolve and recommends new software applications which may enhance operations.Addresses multi-entity issues pertaining to server software. Maintains expertise related to the multi-entity use of server software.Serves as a resource for multiple sites/departments related to block definition, report writing, data base maintenance and problem solving.Serves as contact person between vendor technical support and site/ departmental user.Organizes work to meet organizational needs. Coordinates multiple requests and seeks assistance in task prioritization from management, when appropriate.Assists in developing short/long term action plans including goals and objectives for technology and implementation projects including resource requirements, training requirements and completion schedules.Ensures an effective day-to-day work planning and time management.Identifies and interfaces with members of the organization who can provide additional data as required, e.g., information systems, finance, etc.Responds quickly to customer requests; anticipates delays and other problems and keeps management informed appropriately.Participates in the education of new staff members, as well as ongoing educational programs for all staff and integrates knowledge into performance improvement activities and clinical practice. Participates in/attends in-service and continuing education programs.Prepares or arranges for effective educational materials for use in staff education.Presents data in effective, clear formats tailored to the needs of specific audiences including managers, staff and physicians.QualificationsAssociates Degree in a Health related field, Business or Computer Science, required. Bachelor's Degree, preferred.Minimum of three (3) yearsadministrative experience with demonstrated ability in computer applications.Current knowledge of related hardware, software and applications.Our Culture　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　Transforming care, optimizing patient satisfaction and creating better patient outcomes are just some of the things our talented team members are doing at North Shore-LIJ each and every day. As a culture committed to providing our customers with the highest quality service, we stand behind our core values: Patients first; Caring; Excellence; Innovation; Integrity and Teamwork. It is our commitment and our culture that sets us apart from others and is the cornerstone of everything we do. Join an organization whose team members are valued, cared for and offered continuous opportunities to grow. Click on the link to learn more about us:　www.northshorelij.com/goalsPlease note: North Shore-LIJ is a smoke-free environment. Smoking and the use of tobacco products is strictly prohibited anywhere on campus, including parking lots and outdoor areas on the premises. Free smoking cessation programs and quit medications are offered to team members who wish to quit through the North Shore-LIJ Center for Tobacco Control.",40.7978787,-73.6995749
360,3.6,Data Analyst (Short Hills - NJ),"Jersey City, NJ",51000,86000,28d,"Job Title : Data AnalystLocation: Short Hills - NJType: Contract Looking for a strong data analyst or business data analyst with proven working experience.  Technical expertise regarding data models, database design, development, data mining and segmentation techniques .  Strong knowledge of and experience with reporting packages, Business Objects etc databases SQL etc programming, XML, JavaScript or ETL frameworks.  Knowledge of statistics and experience using statistical packages for analyzing datasets, Excel, SPSS, and SAS etc.  Job Responsibilities includes.  Collaboration with Data Supply chain and data stewards.  Rules Identification.  Issue Triage and investigation.  MDM Requirements gathering and elaboration.  Build Dash Boards and ReportsDiverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.",40.7177545,-74.0431435
361,2.8,Senior Healthcare Data Analyst,"New York, NY",59000,86000,11d,"The Senior Healthcare Data Analyst directly supports High  Line Health’s employer and Accountable Care Organization client’s needs by  developing and designing complex and customized analytics that support value  based financial contracts, population health management, quality outcomes  focused initiatives and performance targets, and identification of potential  areas for medical cost improvements.  The Senior Healthcare Data Analyst will deliver results to  clients by producing and interpreting custom and routine data analytics and  reporting using membership, claims, provider, prescription drug and quality  data from a variety of health insurance carriers contained with the High Line  Health business intelligence data platform.  Senior Healthcare Data Analyst Description: The Senior Healthcare Data Analyst directly supports High Line Health’s employer and Accountable Care Organization client’s needs by developing and designing complex and customized analytics that support value based financial contracts, population health management, quality outcomes focused initiatives and performance targets, and identification of potential areas for medical cost improvements.  The Senior Healthcare Data Analyst will deliver results to clients by producing and interpreting custom and routine data analytics and reporting using membership, claims, provider, prescription drug and quality data from a variety of health insurance carriers contained with the High Line Health business intelligence data platform. Specific Responsibilities: · Analyze, understand, interpret and explain sometimes complex medical and pharmacy claims, trends, membership, clinical, quality outcomes and performance, provider network utilization and risk adjusted predictive modeling data in support of client needs  · Complete assigned client analytic projects by evaluating data requirements, designing analytics studies and delivering reports and results to clients and management  · Effectively identify, understand and communicate client analytics and reporting business requirements  · Effectively communicate analytic findings with clients and management  · Support client Analytic Platform training and day to day support needs  · Perform routine monthly client Analytic Platform data quality review and continuous quality improvement initiatives  · Proactively mine client-specific utilization, financial and clinical quality performance data trends to identify opportunities for enhanced analytics, clinical quality improvements and/or cost savings  · Provide recommendations for cost and clinical performance improvement to internal management and clients  · Be a subject matter expert on functionality and content of High Line Health’s Analytics Platform products and tools  · Participate in continuous product improvement initiatives by identifying opportunities to improve client analytics, dashboards and data platforms QualificationsRequired: · Bachelor’s degree required in health care related, informatics, statistics or mathematics related disciplines  · Minimum of 5 years of direct experience in health care analytics field  · In-depth knowledge of health insurance based provider billing, medical and pharmacy coding schemes, claims payment process, and claims, clinical, quality and eligibility data characteristics  · Working knowledge of relational database structures, data quality issues and health care and pharmacy payer data elements  · Experience using business intelligence reporting and analytics tools such as Tableau  · Excellent verbal, written and presentation communication skills  · Strong analytic and problem solving skills  · Intermediate skill using Microsoft Office software such as Excel (including formulas, calculations, charts, graphs, pivot tables, etc.), PowerPoint, Word, Outlook  · Ability to work on and organize multiple tasks and projects simultaneously  · Ability to work independently and effectively in a team  · Ability to successfully time manage and self-direct projects / work load  · Self-motivated, intellectually curious, open learner  · Partial telecommute environment considered Preferred: · Master degree in healthcare or informatics  · SQL query design experience and skills  · Primary work location in High Line Health New York City office (Financial District, Manhattan)  EEO Employer  32 Old Slip  New York, New York, 10005  United States",40.7127753,-74.0059728
362,3.8,Deloitte Consulting - Specialist Analyst Data Scientist - North Carolina State University (NCSU),"New York, NY",115000,171000,30d+,"While analyticsisn't new, we're experiencing a renaissance in the science, technology, andapplication of business analytics. Many business leaders need to know how bestto quickly understand what their analytics can actually deliver.Our InsightStudioteam works with clients to discover new insights by transforming data intointuitive, interactive visualizationssuch as maps, charts, and dashboardsthatcan help leaders see and explore their data in new ways. We need someone withcreative problem solving skills to tackle the challenges our clients present acrossa broad range of industry domains. *Workyou ll do** We are looking forpeople who relish the opportunity to think creatively and outside the box andenjoy working in collaborative teams. As a Data Scientist, you ll take part inbuilding the next generation of InsightStudio solutions and prototypes usingadvanced analytics and statistical modeling techniques. You will work in across-functional environment with designers, developers, and business domainspecialists in applying advanced analytics techniques and algorithms, and youwill implement your ideas in real-world solutions and have the chance totangibly evaluate and validate your improvements and see the impact on ourclients. In addition to experience and familiarity with core data scienceprogramming, the ideal candidate is someone who thrives on collaborative teams,understands data science s impact on business, and can help demystify it to ourclients. This person should have hands-on project/research experience withmachine learning techniques, good understanding of machine learning theory, anda very high attention to detail. *Theteam** InsightStudio brings the best of Deloitte Consulting s analyticsassets, solutions, and talent into one, easy to engage, creative environment.In order to jumpstartefforts and rapidly deliver impacts that build our clients analytics maturity.The InsightStudio can help grow a client s analytics maturity whether they arejust starting to explore the possibilities of analytics efforts, beginning todevelop customizable solutions for certain divisions, or scaling capabilitiesenterprise-wide. Our product offerings fit together, and complement oneanother, to provide clients a pathway towards becoming an Insight DrivenOrganization. The team serves as a global center of excellence for dataanalytics and visualization. Learnmore about the InsightStudio. at http://www2.deloitte.com/us/en/pages/deloitte-analytics/solutions/deloitte-analytics-labs.html *Qualifications** Bachelor s degree completed by Summer 2020 in one of the following disciplines: computer science, statistics, mathematics, physics, or a closely related field  Limited immigration sponsorship may be available  Strong academic track record (preferred GPA of 3.5 or higher)  Programming experience, ideally in Python, or another high-level programming/ scripting language  Experience with R, database design, and SQL  Ability to travel up to 50% *Howyou ll grow** The two most important tools in today sbusiness world are experience and education. At Deloitte, you ll find plenty ofboth. Your first years will provide you with education, experience, andopportunities that can help you to build your future. Our learning programs aredesigned to develop your skills in four key areas technical, professional,industry, and leadership. You ll also have access to a career roadmap that canhelp you fully leverage the opportunities you need to succeed. Our teamsdeliver engaging learning and networking opportunities virtually, in your localoffice, and at Deloitte University. Along the way, you ll have access tomentoring, counseling, and training opportunities to help foster and accelerateyour development of new skills and capabilities. Learn more aboutDeloitte University. at https://zoomforth.com/s/deloitte/du#home *Benefits** At Deloitte, we knowthat great people make a great company. We value our people and offer employeesa broad range of benefits. Learnmore about what working at Deloitte can mean for you. at http://www2.deloitte.com/us/en/pages/careers/articles/life-at-deloitte-benefits-and-rewards.html *Deloitte s culture** At Deloitte, our culture values leadership and innovation. Wecelebrate the value each individual is able to bring to our clients and ourculture. We believe that collaboration is a key to opportunity andsuccess. We empower and support ourpeople in the daily choices they must make to be healthy, confident andcentered. Learn more about Life at Deloitte. *Corporate citizenship** Ours is a culture of purpose. At Deloitte,we believe that business has the power to inspire, transform, and drive change.We focus on education, community outreach, and skill-based volunteerism. Learn more about Deloitte s impact oncommunity at http://www2.deloitte.com/us/en/pages/about-deloitte/articles/deloitte-corporate-citizenship.html . *Recruiter tips** At Deloitte, we want our potential candidates tofeel prepared and confident. To help you with your interview, we suggest thatyou do your research: know some background about the company and the businessarea you re applying to. We also suggest that you brush up on your behavioraland case interviewing skills and practice discussing your experience and jobhistory with a family member, friend, or mentor. Check out recruiting tips from Deloitte professionals tohelp you prepare. at http://www2.deloitte.com/us/en/pages/careers/topics/recruiting-tips.html  Category: Management Consulting  About Deloitte  As used in this document, Deloitte means Deloitte LLP and its subsidiaries. Please see www.deloitte.com/us/about for a detailed description of the legal structure of Deloitte LLP and its subsidiaries. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law.",40.7127753,-74.0059728
363,3.3,Defined Benefit Functional Data Analyst,"New York, NY",42000,67000,7d,"Job FamilyWorkplace SolutionsJob Description SummaryAre you an analytical individual? Do you have experience with workflow management systems? Are you looking for a role where you can be a key contributor on a day to day basis?  If your answer is yes, we have the job for you!Job DescriptionWhat You Will Do: Provide basic system programming, quality assurance, data analysis, and benefit calculations for the Defined Benefit team.  What Success Looks Like: Configure defined benefit administration system in accordance with plan documents.Execute defined benefit test plans; validate results, assist with test scenarios, and mine for test data cases as applicable.Perform data analysis, including population identification based on documented criteria, manual research, and simple SQL queries.Generate batch calculations and validate results; provide general project reporting.Identify gaps in data necessary to perform calculations.Review jobs for failure reasons and take action to resolve.Quality review defined benefit participant output (e.g. calculations, payroll mapping, and audit results). What You Need: Bachelor’s degree in a business field or equivalent education/experienceTwo years of retirement/financial services experienceGood comprehension of defined benefit pension concepts.Experience with workflow management systems (e.g. AWD), data query software (e.g. AQT), extract transform loads (e.g. Informatica), and payment software (e.g. Plus, Defined Benefit Online)Strong analytical and technical proficiencyKnowledge of computer programming fundamentalsStrong communication skillsEffective time-management and prioritization skillsProficiency using MS Office Preferred Qualifications Defined benefit pension experienceBasic SQL query building skillsKnowledge of database operating systems Working Conditions Office environmentWhy Work for UsTotal Rewards at Transamerica: It’s more than a paycheck.  Our comprehensive Total Rewards package is designed to help support you in many ways — throughout all stages of your life and career. We provide a competitive, market-driven program that encompasses base compensation, bonus potential, retirement, health and wellness benefits, learning and development opportunities, plus great employee perks. All designed with you in mind… to help you live your best life, grow personally and professionally - and feel valued for the work you do.  Learn more about our Total Rewards Package.Equal Opportunity Employer:Transamerica Life Insurance Company is an Equal Employment Opportunity employer and does not discriminate against any applicant or employee because of age, religion, sex, gender identity, genetic information, race, color, national origin, pregnancy, sexual orientation, marital status, participation in the uniformed services (e.g. U.S. Armed Forces, National Guard), physical or mental disability, or any other status protected by federal, state, or local equal employment opportunities laws.  Applicants with physical or mental disabilities may be entitled to a form of reasonable accommodation under the Americans with Disabilities Act and certain state and local laws. A reasonable accommodation is a change in the way things are normally done which will insure equal employment opportunity without imposing undue hardship on the Transamerica Companies. Please contact: applicantsupport@transamerica.com if you are a job seeker with a disability, or are assisting someone with a disability, and require assistance to apply for one of our jobs.Ontario Applicants:Our Company is committed to providing accessibility to those with disabilities in a manner that is consistent with the principles of independence, dignity, integration and equality of opportunity, that is in compliance with the Accessibility for Ontarians with Disabilities Act 2005 (\""AODA\""). Please contact applicantsupport@transamerica.com if you are a job seeker with a disability, or are assisting someone with a disability, and require assistance to apply for one of our jobs.Technical Assistance:If you experience technical problems during the application process, please email applicantsupport@transamerica.com.",40.7127753,-74.0059728
