company,com_rating,job1,location,Salary_min($),Salary_max($),datepost,desc
International Rescue Committee,3.9,Data Analyst,"New York, NY",51,$90 ,5,"The Data Analyst will help fulfill the Measurement Unit’s goal of increasing the quality, quantity, and usage of programmatic and portfolio data at the IRC. They will support the IRC’s work by ensuring the creation and maintenance of accurate, up to date datasets relevant to IRC’s pipeline and portfolio of public funding. A significant focus is working with data from OTIS – the IRC’s custom business development and awards management system. The role will also be responsible for the maintenance of the IRC’s online Indicator Selection Tool and supporting measurement related data cleaning and analysis.

Major Responsibilities:

Data Administration, Analysis, and Delivery (50%)

Track and respond to requests for data from IRC information systemsExtract and clean “raw” data from IRC systems, to prepare for aggregation and analysis, with a particular emphasis on data from OTISClean and analyze program datasets in Excel, COMET (DHIS2) and other data sourcesSupport development of data products to deliver data to stakeholders

Facilitate learning sessions on data products and reporting functionality, including guiding users towards “self-service” solutions

Build visualizations and/or dashboards to communicate key data points to users (nice to have, but not required)

Data Quality and Systems (50%)

Work with colleagues across the IRC to ensure accuracy of reference and master data within information systems

Develop and refine processes to monitor quality of data entry; for data that is missing, inaccurate or out-of-date, propose steps to remedy in collaboration with business stakeholders

Support development and maintenance of training and learning materials on the IRC’s data systems

Support analysis of data needs, quality issues, and system improvements to drive improved data quality and use

In addition, work flexibly within the Measurement Unit team to support other areas of work.

Requisition ID: req7173

Job Title: Data Analyst

Sector: Measurement

Employment Category: Regular

Employment Type: Full-Time

Open to Expatriates: No

Location: New York, NY HQ USA

Job Description

The Data Analyst will help fulfill the Measurement Unit’s goal of increasing the quality, quantity, and usage of programmatic and portfolio data at the IRC. They will support the IRC’s work by ensuring the creation and maintenance of accurate, up to date datasets relevant to IRC’s pipeline and portfolio of public funding. A significant focus is working with data from OTIS – the IRC’s custom business development and awards management system. The role will also be responsible for the maintenance of the IRC’s online Indicator Selection Tool and supporting measurement related data cleaning and analysis.

Major Responsibilities:

Data Administration, Analysis, and Delivery (50%)


Track and respond to requests for data from IRC information systems



Extract and clean “raw” data from IRC systems, to prepare for aggregation and analysis, with a particular emphasis on data from OTISClean and analyze program datasets in Excel, COMET (DHIS2) and other data sources



Support development of data products to deliver data to stakeholders
Facilitate learning sessions on data products and reporting functionality, including guiding users towards “self-service” solutions
Build visualizations and/or dashboards to communicate key data points to users (nice to have, but not required)


Data Quality and Systems (50%)


Work with colleagues across the IRC to ensure accuracy of reference and master data within information systems
Develop and refine processes to monitor quality of data entry; for data that is missing, inaccurate or out-of-date, propose steps to remedy in collaboration with business stakeholders
Support development and maintenance of training and learning materials on the IRC’s data systems
Support analysis of data needs, quality issues, and system improvements to drive improved data quality and use


In addition, work flexibly within the Measurement Unit team to support other areas of work.</p>Qualifications

Bachelor’s degree, preferably in a related field (Economics, Statistics, Administration, International Affairs, Social Work, etc.) - or equivalent4 years related work experience desirable; familiarity with low resource or emergency contexts a plusAbility to problem solve and focus on solutionsExceptional attention to detailCuriosity; a desire to dig deep and understand why 



High quality Excel skills; experience with data cleaning an advantage



Desire to build capacity and improve data quality Strong communication skills and ability to ask questions



Excellent organizational skills; ability to determine priorities and meet deadlines
Excellent interpersonal and communication skills; the ability to successfully and effectively liaise with a variety of people in a multi-cultural, multi-site environment
Flexible work attitude, proactive and ability to work in a team environment



Familiarity with data management systems an advantageFamiliarity with humanitarian/development funding sources an advantage

Preferred Skills


Familiarity with humanitarian/development funding sources an advantage
Ability to provide support in other IRC languages (French, Spanish or Arabic)


Working Environment

Standard office environmentOccasional travel 

#LI-GR1</p>"
Peloton Interactive,3.6,Junior Data Analyst,"New York, NY",41,$79 ,7,"THE ROLE:

As a Junior Data Analyst, you will join the Business Intelligence team initially to assist in a Data Quality effort. In your first several months, you will learn extensively about the Peloton business model and all the data we collect that enable business reporting and analysis. At the end of the Data Quality effort, you will become a regular member of the Business Intelligence team, dedicated to a business unit such as our Commercial or Apparel teams. In that capacity, you will help define the Key Performance Indicators for your business unit, build reports and dashboards to track efforts to goals, and be the liaison and subject matter expert when it comes to all things data within your designated business unit.

RESPONSIBILITIES:


Compile and reconcile data from multiple sources
Define and align KPIs across multiple functional groups (marketing, product, technology) and business objectives (acquisition, sales, engagement, retention)
Identify gaps in our data collection and collaborate with product and engineering on data capture specifications
Define and create reporting dashboards
Develop a vision to extend/improve our existing analytics and reporting technology stack
Stay up to date with the latest technologies and trends in analytics

QUALIFICATIONS:


Eagerness to learn new tools and hit the ground running on Day 1
High level of proficiency in Excel and proficiency or willingness to learn SQL
Bachelor's degree in a quantitative discipline such as Economics, Finance, Accounting, Statistics, Mathematics, Computer Science, Operations Research, etc.
0-2 years work experience in Business Intelligence/Analytics or related functions

ABOUT PELOTON:

Founded in 2012, Peloton is a global interactive fitness platform that brings the energy and benefits of studio-style workouts to the convenience and comfort of home. We use technology and design to bring our Members immersive content through the Peloton Bike, the Peloton Tread, and Peloton Digital, which provide comprehensive, socially-connected fitness offerings anytime, anywhere. We believe in taking risks and challenging the status quo by continuously innovating and improving. Our team is made up of passionate brand ambassadors, and we know that together, we go far.

Headquartered in New York City, with offices, warehouses and retail showrooms in the US, UK and Canada, Peloton is changing the way people get fit. Peloton has been named to many prestigious industry lists, including Fast Company's Most Innovative Companies, CNBC's Disruptor 50, Crain's New York Business' Tech25 and Fast50, as well as TIME's Genius Companies. Visit www.onepeloton.com/careers to learn more about joining our team."
Triton Digital,3.3,"Data Analyst, Technology","New York, NY",39,$73 ,5,"Position at Triton Digital
Triton Digital® is the global technology and services leader to the digital audio and podcast industry. Operating in more than 40 countries, Triton provides innovative technology that enables broadcasters, podcasters, and online music services to build their audience, maximize their revenue, and streamline their day-to-day operations. In addition, Triton powers the global online audio industry with Webcast Metrics®, the leading online audio measurement service. With unparalleled integrity, excellence, teamwork, and accountability, Triton remains committed to connecting audio, audience, and advertisers to continuously fuel the growth of the global online industry. Triton Digital is a wholly owned subsidiary of The E.W. Scripps Company (NASDAQ: SSP).

Triton's Webcast Metrics (WCM) audience measurement service is the industry standard for audience measurement and audio consumption data. WCM provides credible, validated data that enables live and on-demand audio publishers to quantify their audience at global, national, and local levels. Portions of our Webcast Metrics data are accredited by the Media Rating Council (MRC). In addition, our data and processes are continuously audited internally, and annually by a top-tier accounting firm.

Reporting into our SVP Compliance and Industry Relations and Chief Compliance Officer, the Data Analyst will analyze data and perform other tasks as needed related to the audit and accreditation process. This position will be based from our New York office. We are open to entry level applicants with relevant IT audit educational backgrounds or experience in audit within technology firms.

Main Responsibilities:

 Execute data trend investigations on a weekly, monthly and quarterly basis across multiple products

 Execute live testing across different WCM measurement implementations (players, SDKs, widgets, apps, etc.) to assess the quality, and potential areas for improved measurement, across user devices and browsers

 Execute post-implementation publisher QA procedures on newly implemented stations to be measured by WCM, including working with Triton Digital and client personnel to remediate non-compliant implementations in a timely basis

 Prepare and present clear and concise data analyses reports to senior management as it relates to interpreting and modeling data to accommodate data presentation needs

 Provide internal support to MRC audit inquiries as needed.

Job Requirements/Qualifications:

 BS/BA in accounting or bachelor's degree in computer science, information systems, or related field required;

 2 years of experience in a related role, in auditing, data analysis or IT related field an asset;

 Project management skills and attention to detail are critical;

 Strong analytical, interpersonal and written/verbal communication skills;

 Experience or interest for technology industry (online audio and/or video media experience an asset);

 High proficiency in computer operations, especially Microsoft Word and Excel; and analytical tools, such as Looker, with willingness to expand computer skills

 Ability to understand internal control concepts and experience in applying them to document, plan, perform and report on the evaluation of business and IT processes, areas and functions;

 Ability to achieve results through cross-functional, virtual teams

 Ability to prioritize and deliver on multiple projects simultaneously

 Positive attitude, leader, team player, takes initiative, ability to work independently and manage a remote team;

 Display a demonstrated ability to think broadly while managing the details;

 Maturity, superior judgement and analytical skills;

 Ability to handle confidential information discretely and always maintain confidentiality;

 Experience with MRC and/or IAB policies and procedures is desired, but not required;

 Some US/Canada travel may be required."
New York District Attorney's Office,3.8,Data Analyst,"New York, NY",52,$91 ,5,"Position Summary:



The New York County District Attorney’s Office (DANY) has an immediate opening for a Data Analyst in the Strategic Planning and Policy Unit. Strategic Planning and Policy functions as the internal management consulting arm of the office, overseeing data analysis, grants management, policy analysis, and management of the Criminal Justice Investment Initiative, a $250 million investment in crime prevention and criminal justice system reform projects. In this position, the Data Analyst will be responsible for supporting the Unit with the aggregation, reporting, and analysis of the Office’s datasets. This position requires a combination of analytical and interpersonal skills, as the ideal candidate will have the ability to both perform rigorous analyses and deliver these results to a non-technical audience. The Analyst will also play a role in supporting the management of the Office’s federal and local grants.

Responsibilities include but are not limited to:




	Create analytic reports and dashboards that demonstrate the Office’s performance and outcomes for managerial staff using the internal business intelligence platform.

Respond to internal and external requests for aggregated data and statistics by querying the Office’s internal datasets in SQL Server.

Analyze data to inform policy projects such as the development of new prosecutorial strategies, diversion programs, or other Office practices.

Work in partnership with executive staff to assess and develop key performance indicators.

Collaborate with IT on infrastructure, tools, and policies.

Tread new ground in terms of analytical tools, methods, and techniques, including identifying new use cases, piloting concepts, and implementing methods for using data to achieve office goals.

Collect and analyze data to help manage the operation of the Office’s criminal justice reform projects such as pre-arraignment diversion, alternatives to incarceration and other recidivism reduction efforts.

Partner with outside agencies or entities such as research institutions or universities on data-driven projects.

Manage a small portfolio of federal and local grants that require analysis of personnel time and liaising with the Office’s fiscal unit.

Perform other related duties and tasks as assigned.


Qualifications:




	Proficiency in Microsoft Office.

Experience working with complex datasets.

Proficiency, in a statistical software such as R or SAS, Python, or GIS software.

Strong quantitative and problem-solving skills.

Must be able to perform under pressure in a fast-paced environment.

Experience working in teams and collaborating on projects.

Ability to multi-task and meet deadlines.

Excellent written and verbal communication, interpersonal, and organizational skills required.

Must be extremely detail-oriented, self-motivated, highly-organized, resourceful, and reliable.


Educational Requirements:




	Bachelor’s degree required.


Preferred Requirements:




	Interest in, or knowledge of, the criminal justice system.

Proficiency in Microsoft SQL or other RDBMS experience.

Microsoft Analysis Services or other OLAP experience.

Work experience or classwork in quantitative and/or qualitative methodology


Commitment:




	A two (2) year commitment to the hiring unit.


The New York County District Attorney’s Office is an Equal Opportunity Employer"
BARK,3.3,Data Analyst,"New York, NY",38,$74 ,2,"Bark is looking for a data analyst to join our Finance team. In this role, you will be working closely with the rest of Bark's finance team, data science team, and operational teams to interepret data and develop reports around financial metrics and performance. You will become an expert in Bark's financial KPIs, help build out data dashboards and reports, and run data analysis to support critical business decisions.

RESPONSIBILITIES


Create financial dashboards to track ongoing business performance
Use SQL to query data from company database for various use cases
Develop and provide data and reports to support ad hoc analysis
Support the finance team in statistical analysis, data visualization, data mining, and data cleansing/transformation
Run existing automation scripts written in Python

REQUIREMENTS


Bachelor's degree in finance, accounting, or related fields
2+ years of experience with SQL in a professional setting
2+ years of Excel experience in a professional setting
2+ years of experience with Periscope (or comparable BI platform)
Experience querying large volumes of data
1+ years of experience with Python (Preferred)

This position is a full-time, salaried position. It is located on-site at our office in New York, NY. We offer health insurance for both you and your pup, 401k, wonderful team lunches, unlimited PTO and a dog to pet anytime you wish."
Columbia University,4.1,Data Analyst - Cardiology,"New York, NY",47,$81 ,3,"+ Job Type: Officer of Administration

+ Bargaining Unit: N/A

+ Regular/Temporary: Regular

+ End Date if Temporary: N/A

+ Hours Per Week: 35

+ Salary Range: Commensurate with experience

Position Summary

The main responsibility of this role in Columbia's Cardiometabolic Precision Medicine Program will be to plan and conduct statistical analyses of dense genetic, biochemical and lifestyle data in relation to a wide range of cardiometabolic outcomes including heart failure, coronary heart disease and diabetes in a large population based bioresource from South Asia. Genetic data will involve whole-exome sequencing and whole-genome sequencing data in more than 100,000 participants from unique population groups that are highly in-bred. This unique and large-scale project will provide insights into the etiology of cardiometabolic outcomes. A large number of high quality manuscripts will result from this work which will also benefit the candidate.

Responsibilities

+ Align multi-dimensional data from DNA based studies, phylogenetic analyses, expression studies, transcriptomics and methylation signatures using different bioinformatic tools.

+ Work closely with other members of the group including epidemiologists, system biologists, functional biologists, and clinicians to help interpret findings and prepare relevant manuscripts.

+ Assist in whole exome sequencing data analysis on clinical exome discovery project with fellows/clinicians.

+ Use available bioinformatics data (e.g., ENCODE, dbGAP) to gain further insights.

+ Perform other duties as required.

Minimum Qualifications

+ Requires a Bachelor's degree or equivalent in education and experience in bioinformatics, computational biology, mathematics, biostatistics or related disciplines plus 3 years of related experience. Advanced degree may substitute for experience.

Other Requirements

+ A sound understanding of statistical concepts and bioinformatics is essential.

+ Experience of working in UNIX / LINUX based operating systems and other statistical packages (such as STATA, R, PERL / PYTHON).

+ High-level report writing and presentation skills.

+ Strong organizational and interpersonal skills.

+ Excellent verbal and written communication skills.

+ Experience using Microsoft Office and statistical software (e.g., Stata, SPSS) and analyzing large data sets independently.

+ Ability to judge priorities and work to meet tight deadlines and ensure accuracy and rigor in all areas of work.

+ Work to targets both independently and within a multi-disciplinary team environment.

+ Must successfully complete system training requirements.

Preferred Qualifications

+ Advanced degree in domains outlined above is preferred but not required.

+ Prior experience with human whole exome or whole genome DNA sequencing data analysis or with RNA sequencing data analysis and multi-disciplinary team approach for translation to biological and functional genomics, systems biology and computational genomics, and clinical and therapeutic applications.

Equal Opportunity Employer / Disability / Veteran

Columbia University is committed to the hiring of qualified local residents."
CipherHealth,3.7,"Data Analyst, Customer Success","New York, NY",46,$87 ,5,"We are a fast-growing company in the healthcare technology space with a suite of intuitive patient engagement solutions that streamline the responsibilities of hospital staff, increase patient involvement and satisfaction, and positively influence outcomes.

Our team is incredible. We are an award-winning company that strives to do better every day. Besides our fun team activities, company masseuse, and cornucopia of healthy snacks, the work ethic, commitment to core values, and firm knowledge that we help people across the country are really what tie us all together.

As a member of our Data Analytics team, you will be partnering with the Customer Success team to show our clients how using CipherHealth products helps improve patient outcomes. You will be painting stories with data to help our clients use our products according to our best practices, while also proposing new, data-driven, ways to use our technology. We are a highly collaborative team and you'll have the opportunity to interact cross-functionally to use your analytical superpowers to help our company grow.

Responsibilities


Gather requirements, scope, and manage the creation of custom client deliverables 

Create engaging analytical deliverables that highlight how usage of our products impact client outcomes and provide recommendations to help clients reach their goals
Uses data visualization programs, tools, and techniques to generate dashboards, reports and presentations that aid in data storytelling, understanding and interpretation of trends and patterns of business importance.
Ensure data quality through collecting, processing, and cleaning data through Excel, SQL, R, or another scripting tool 

Train internal users on available reporting services 

Requirements


Bachelor's degree in a quantitative field 

1-2 years of working experience
Strong ability to problem-solve independently and make decisions under minimal supervision
Excellent teamwork and written/verbal communication skills
Comfortable working in a fast-moving environment with dynamic objective
Strong attention to detail
Strong Excel skills (understanding of Excel functions, calculations, pivot tables, formatting etc.)

Nice to haves:


Experience with SQL, R, or another scripting tool 

Experience in a healthcare related field, or healthcare related degree 

Experience with Excel VBA"
Squarespace,3.5,"Systems/Data Analyst, Pricing","New York, NY",63,$116 ,4,"The Squarespace Pricing Team is responsible for implementing Global Pricing Strategies to improve the company’s financial performance. We are looking for a highly motivated Systems/Data Analyst to provide support to the Pricing function.

You will have the opportunity to be involved in varying business initiatives and will collaborate with colleagues across the organization to drive data driven decisions and impact. You have an entrepreneurial spirit and are excited to work in a new area of a business helping to shape its success. You will be supporting the Pricing and Finance teams to answer complex, data driven questions related to the company’s financial and operational performance as well as data used to build Pricing models.

We expect you to be a proactive member of the Pricing team, asking a lot of questions to learn on the job and grow along with the company.

This role reports to the Director, Pricing in our New York headquarters.

RESPONSIBILITIES


Help support the Pricing team in developing pricing strategies and mathematical models
Provide insights and own reporting, data validation, and presenting data in a format that allows the team and management to make strategic decisions
Search, validate, and maintain data to develop reports and scorecards aligned to business needs and ongoing team initiatives
Collaborate with cross-functional teams to proactively identify business patterns through quantitative data analysis
Collaborate with Data Science, Data Engineering and IT to evaluate the accuracy and completeness of data supporting pricing processes
Collaborate closely with the Data Science and Analytics team to understand best company reporting standards on KPIs and build pricing dashboards
Learn and understand how our data is organized and how best to keep data integrity

QUALIFICATIONS


2 - 4 years experience in or supporting a Pricing, Revenue Optimization, or relevant operational support roles
B.S. or M.S. degree in Engineering, Computer Science, Information Systems or a related area
Experience working with complex datasets to evaluate business and financial performance.
Basic knowledge of key Pricing, Marketing, Finance processes
Advanced Excel/google sheets skills including pivots, vlookups, ability to build complex formulas
Mastery of SQL and experience with BI reporting (i.e. Chart.io, Looker, Amplitude) and databases (dimensional and relational), including data ingestion. Python knowledge preferred
Ability to transform large datasets into consumable data analysis and insights
Strong critical thinking and problem solving skills
Strong ability to devise data-driven solutions to business problems
Ability to drive impact by thoughtfully tackling open-ended problems

ABOUT SQUARESPACE

Squarespace makes beautiful products to help people with creative ideas succeed. By blending elegant design and sophisticated engineering, we empower millions of people — from individuals and local artists to entrepreneurs shaping the world’s most iconic businesses — to share their stories with the world. Squarespace’s team of more than 1,000 is headquartered in downtown New York City, with offices in Dublin and Portland. For more information, visit www.squarespace.com/about.

PERKS


Health insurance with 100% premium covered
Flexible vacation & paid time off
Equity plan
401(k) plan with employer match
Free lunch and snacks
Dog-friendly workplace
And more

Today, more than a million people around the globe use Squarespace to share different perspectives and experiences with the world. Not only do we embrace and celebrate the diversity of our customer base, but we also strive for the same in our employees. At Squarespace, we are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal opportunity workplace."
IgnitionOne,3.1,Data Analyst,"New York, NY",48,$87 ,6,"COMPANY SUMMARY:

IgnitionOne's leading Customer Intelligence Platform empowers marketers to find and engage their most valuable customers across channels using a data-driven approach. By focusing on cross-channel scoring and robust personalization, IgnitionOne's technology provides real-time, actionable insights for smarter marketing decisions and omni-channel engagement to maximize overall results.

IgnitionOne is one of the largest independent marketing technology companies in the world, currently scoring over 600 million users monthly in 75 countries and powering more than $60 billion in revenue each year for leading brands, including General Motors, CenturyLink, La Quinta and Acer, as well as advertising agencies such as 360i, GroupM and Zenith Media.

ESSENTIAL FUNCTIONS:


Accelerate delivery of Retail industry insights across all IgnitionOne channels including coverage of key sales events (e.g. Black Friday / Cyber Monday, Amazon Prime Day, etc.)
Derive actionable insights from massive data sets with limited oversight
Automate quarterly insights across native / partner channels for external facing analyst sessions as well as internal tracking
Build analytics expertise in multiple channels including display, website personalization, search, email, social, digital OOH, and cross-channel attribution
Provide input into the refinement of existing data sources and the collection of new ones to improve development of insights and predictive models
Validate and QA data relevant for insights and play a leading role in data stewardship (i.e. ""getting the data right"")

EDUCATION, EXPERIENCE AND SKILLS REQUIRED:


2 - 3 years of experience in digital analytics / digital media / marketing analytics
Bachelor's degree in business, marketing, statistics, computer science, economics, psychology, or related field
Fluent in SQL, Python, and R and data visualization tools (e.g. Tableau)
Proficient in Microsoft Office (Excel, Word, and PowerPoint)
Experience delivering a persuasive story derived from a range of qualitative and quantitative data sets
Ability to translate complicated data sets and technical queries / models into actionable insight
Excellent verbal and written communication skills - ability to clearly explain complex concepts and statistics to both technical and non-technical audiences
Strong attention to detail, demonstrates initiative, and ability to operate independently and work collaboratively across time zones with global teams
Core skill set in establishing priorities while working on multiple assignments, active management of expectations, and delivering against tight timelines
Critical thinker who is constantly looks for ways to improve own skillset and meaningfully contribute to the broader team / organization

IDEAL CANDIDATE:


Balanced mix between technical / coding skills and business fluency
MBA, Masters, or PHD in a related field welcome
Passion for digital marketing, analytics, and driving meaningful insights
Familiarity with range of analytic / data science approaches (linear / non-linear regression, Bayesian, clustering, etc.) and AI / Machine Learning concepts
Fundamental understanding of broad range of programming languages (R, Python, SQL, Scala, Java, etc.) and big data platforms (Redshift, AWS, Snowflake, etc.)
Prior experience in management consulting, data science, or retail research a plus






IgnitionOne retains the right to change or assign other duties to this position.

IgnitionOne provides equal employment opportunities to all persons without regard to race, color, creed, religion, national origin, ancestry, sex, sexual orientation, pregnancy, age, disability, medical condition, genetic information, marital status, gender identity, gender expression, veteran status, status as a victim of domestic violence, or any other protected status under federal, state or local law."
Dow Jones,3.2,Audience Data Analyst,"New York, NY",75,$134 ,5,"Job Description:

The Wall Street Journal is looking for audience data analysts to help deliver critical digital insights and visualizations of them for the newsroom. These people will present insights to senior editors and help guide strategy across content areas and multiple ongoing projects. They will also be instrumental in the creation of new dashboards and metrics for the broader newsroom that will help with audience segmentation projects.

The Journal has a large digital audience that is quickly growing. As we grow, we are dedicated to understanding all of our audiences and the value we provide them. The audience data analysts are part of our new Data Solutions department, which is using data science and predictive modeling to help us engage better with our audiences.

The Data Solutions team is part of the Journals Strategy unit, which is an incubator for new technologies, audience growth, community and news innovation. As a member of Data Solutions, you will work closely with writers, video journalists, graphics designers, editors, product managers, engineers, designers, data scientists, artificial intelligence experts and more in a lively, collaborative project to discover new offerings of journalistic value. You will also work closely with newsroom leadership as well as the Journals visual, product, design and engineering departments. There is room in these roles to develop both journalism skills and data science skills, and career paths from these jobs can lead in multiple directions.

Its essential to have an enthusiasm for news and the public mission of journalism in these jobs. The Journal is the most trusted news outlet in the country, and it has made great strides in recent years in integrating audience insights into the newsroom. This new team will build on that.

Requirements:


The ability to manage, organize and present data in a clear, concise and actionable format

Great communication skills to be able to teach editors and reporters how to use tools and think about audience data

The ability to turn raw data into visual insights to help support newsroom decisions.

Flexible workflow and ability to manage multiple assignments in a dynamic environment

Creativity and strong critical thinking skills

Top candidates will have strengths in multiple areas of the following:


Skills appropriate for advanced visual and data journalism, including knowledge of D3 and Illustrator; command of HTML, CSS and JS

Knowledge of Python (preferred) or R

Experience working in SQL

Mapping applications such as QGIS

Experience with Linux and cloud-based services. Experience with Tableau or Looker is helpful but not required.

Knowledge of data analytics tools, including Omniture, Google Analytics, Parse.ly or Chartbeat

Editorial/journalism background preferred

LI-JA1-WSJ

Dow Jones , Making Careers Newsworthy

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .

Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com . Please put Reasonable Accommodation"" in the subject line.

Business Area: NEWS/WSJ

Job Category: News/Editorial Group

About Us

The Wall Street Journal is a global news organization that provides leading news, information, commentary and analysis. The Wall Street Journal engages readers across print, digital, mobile, social, and video. Building on its heritage as the preeminent source of global business and financial news, the Journal includes coverage of U.S. and world news, politics, arts, culture, lifestyle, sports, and health. It holds 38 Pulitzer Prizes for outstanding journalism. The Wall Street Journal is published by Dow Jones, a division of News Corp (NASDAQ: NWS, NWSA; ASX: NWS, NWSLV).

If you are a current employee at Dow Jones, do not apply here. Please go to the Career section on your Workday homepage and view ""Find Jobs - Dow Jones."" Thank you.

Req ID: 15841"
ApTask,4.2,Data Mapper/ Data Analyst,"New York, NY",53,$99 ,6,"ApTask Title: Data Mapper/ Data Analyst

Location: 1 Role in New York City, NY; 1 Role in Sun Prairie, WI

Duration: 6+ months contract Onsite

Weekly Schedule for this position: 40 hours a week

Visa: Any Visa

Interview: Phone

Number of Openings: 2

Job Description:




 Strong Data Mapping and Data Analysis Experience
Strong Experience in Property and Causality (Policy and claims experience)
Over 5-7 years of exp as a Business Analyst and Data Analyst
Experience with Property and Causality is a must.
4+ yrs. of data analyst experience
2+ yrs. of Insurance P&C experience
1+ yr. of Insurance (Specialty) experience a plus
Regulatory data requirements experience a plus (ISO, NYFTZ etc.)
Experience in Data ware house and report mapping a plus
Experience mapping source to target, derived, and reference data mapping




Apply Now!"
Capco,3.8,Data Analyst,"New York, NY",60,$104 ,6,"Job Description:

About the team:

Capco’s Data Team helps our clients transform every aspect of their business. We are highly skilled at formulating data strategy, defining business and technology initiatives across the data management lifecycle, and aligning multi-year strategic roadmaps with client’s business goals. As digital technologies advance and regulations tighten, today’s consumers – and, therefore, today’s businesses – are becoming more aware of the importance of good quality data. We work to establish holistic ways to effectively manage data through the modern data supply chain and facilitate consumption through analytics, modeling, AI, machine learning, dashboarding, and reporting.

About the job:
As a member of our Data Team, you will work across Capco’s different domains and solution offerings to help break down large problems, develop approaches and solutions. As a Data Analyst, you will create analytics reporting and provide data-driven strategic insights, trends, and perspective to help drive transformation for our clients.

What You’ll Get to Do:

Engage data using analytical tools and languages to perform data manipulation and analysisCollaborate closely with developers to provide proofs of concept that can be converted into production-level processesThink through data relationships, life cycles and processes to ensure and improve consistent data qualityPerform research to gain context and meaning of uncultivated data setsDevelop and investigate hypotheses that drive product and feature enhancements, providing new value to our clientsSupport the importance of data processes, data integrity and cleanliness, and the strategic use of dataAccess and Compile large volumes of custom and syndicated data from disparate sources into concise and precise informationVerify accuracy, develop databases, systems, and programs that facilitate predictive modeling


What You’ll Bring with You:

Bachelor’s degree in Industrial Engineering, Finance, Mathematics, Operations Research, Computer Science, or equivalent/related degree required. Master’s preferred.Banking product knowledge on capital markets and core banking products3+ years‘ experience with writing complex SQL queries3+ years’ experience working with relational databases2+ years’ experience leading project teamsAbility to work both as an individual contributor and collaboratively in a fast-paced environmentExcellent communication skills; ability to explain technical concepts to a variety of audiencesExperience working with analysts in a research/modeling environment that leverages tools such as R, SAS, or SPSS is preferred

Why Capco?

You will join a company that supports and encourages an entrepreneurial outlook and independent thinking. Capco is not about organizational charts and layers – we operate with little hierarchy because we want all employees to feel that Capco is their firm.

We offer highly competitive benefits, including medical, dental and vision insurance, a 401(k) plan, tuition reimbursement, and a work culture focused on innovation and creation of lasting value for our clients and employees.

Ready to take the Next Step

If this sounds like you, we would love to hear from you. This is an opportunity to make a difference and contribute to a highly successful company with a significant growth trajectory.</p>"
