rating,job_title,company,location,salary,lat,lng,AI,AWS,Azure,Big-Data,C/C++,Data-Analysis,Data-Mining,Data-Warehouse,Hadoop,Hive,Java,Kafka,Linux,MATLAB,Machine-Learning,Microsoft-Office,Microsoft-SQL-Server,Natural-Language-Processing,NoSQL,Oracle,Pig,Python,R,SAS,SQL,Scala,Scripting,Spark,Tableau,TensorFlow
,Junior Data Analyst,"LockerDome, Inc.","St. Louis, MO 63103",,"38.6321162,",-90.19901970000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Data Integrity Analyst,BJC HealthCare,0,,"38.6394058,",-90.2627482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data & Reporting Analyst,Federal Reserve Bank of Kansas City,0,,"39.075807,",-94.58648620000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Data Analyst,"Lockton, Inc.",0,,"38.9293288,",-94.671932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Program Analyst,US Department of Homeland Security,0,74805.0,"39.2957,",-94.680862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Lead GIS Analyst,JARBO Employment Group,"Kansas City, MO",60000.0,"38.93139730000001,",-94.6892089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst- Relocation to Saudi Arabia,Saudi Aramco,United States,,"40.76,",-73.97350899999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
,Data Analyst,GEHA,"Lee's Summit, MO",,"38.9436065,",-94.3721295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Supply Chain Master Data Analyst (#5079JV),Search Masters,"Lake Saint Louis, MO",,"41.39785,",-81.654116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst,CBD College,United States,,"34.062241,",-118.306148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,GIS/DATA Analyst,JARBO Employment Group,0,,"38.93139730000001,",-94.6892089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Healthcare Data Analyst,Caravan Health,0,,"39.2727456,",-94.665247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Systems Analyst,"16th Circuit Court of Jackson County, Missouri","Kansas City, MO",,"39.0992246,",-94.57804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Data Governance Analyst,National Association of Insurance Commissioners (NAIC),"Kansas City, MO 64106",,"38.8958561,",-77.0097868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Business Intelligence Reporting Analyst,AutoAlert,0,,"39.1011087,",-94.58517049999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Data Analyst (STL Applicants Only),"World Wide Technology, Inc.",0,,"38.7901154,",-90.0784728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Entry Level Business Analyst,Burns & McDonnell,0,,"38.9577957,",-94.59746120000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Health Data Analyst,Clay County Public Health Center,"Liberty, MO",,"39.2571621,",-94.4515367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
,Data Integrity Analyst,Compliance Team,0,,"40.1788995,",-75.2244283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,CoxHealth,0,,"36.92654539999999,",-93.9301425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst (IT - Applications),duvari group,"Hazelwood, MO",85000.0,"38.65689,",-90.552696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Intelligence Analyst,Perspecta,"St. Louis, MO 63150 (Downtown area)",,"32.7580889,",-117.20708359999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Intermediate Business Analyst,General Dynamics Information Technology,"St. Louis, MO",,"30.1665913,",-85.754776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst (Contract to Hire),Wunderman,0,,"41.8869791,",-87.6231281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
,Big Data Analyst,Novo ProSo,"Warrensburg, MO 64093",,"38.7706715,",-93.724192,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,"Research & Data Analyst, #19-091",St. Charles Community College,0,,"38.759092,",-90.639871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,BI Data Analyst,NextGen Healthcare,0,,"38.6946609,",-90.4157965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Intelligence Data Analyst - Maritz,Maritz Inc.,0,,"38.5416031,",-90.47816879999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
,Analyst – Global Master Data Governance,Energizer,0,,"36.3387894,",-94.2082073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,IT Data Analyst,Navvis,"St. Louis, MO 63141",,"38.64347,",-90.507676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Systems and Data Analyst,Rawlings Sporting Goods Company Inc,0,,"38.641745,",-90.50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Intelligence Analyst,BOEING,0,,"35.4042749,",-97.40611820000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Data Center Analyst TAC Analyst,44bsquared,"Kansas City, MO",62500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,F-22 System Test Data Analyst (Experienced),BOEING,"Berkeley, MO",,"35.4042749,",-97.40611820000001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,American Express Global Business Travel,United States,,"33.6205078,",-111.93061680000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Plex Business Analyst,Envision LLC,"St. Louis, MO",,"38.6724575,",-90.4381213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Associate IT Business Analyst,H&R Block,"Kansas City, MO 64105",,"37.032253,",-95.62267740000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,IT Business Analyst,Insight Global,"Maryland Heights, MO 63043",,"39.100553,",-94.58243370000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst I,Centene,"Town and Country, MO",,"32.3268914,",-95.33687809999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Business Analyst - Healthcare EDI (Temp-to-Perm) - MO,"Frink Hamlett Legal Solutions, Inc.","St. Louis, MO",93600.0,"40.8071972,",-73.94258020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Provider Data Management Analyst I,Centene Corporation,0,,"38.6495116,",-90.33450129999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Intelligence Developer/Analyst,Byrne Software Technologies,"St. Louis, MO",,"38.65477,",-90.555651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Associate Business Analyst,Express Scripts,0,,"39.3443564,",-84.54040040000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Quality Analyst,Equifax,0,,"41.593675,",-93.76286390000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,"LockerDome, Inc.","St. Louis, MO 63103",,"38.6321162,",-90.19901970000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Healthcare Data Analyst I,Saint Louis University,0,,"38.6346955,",-90.2340587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Associate Analyst, Cyber and Intelligence Solutions Product...",MasterCard,0,,"39.30250059999999,",-94.6846855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Insight Analyst,Label Insight,0,,"38.6305161,",-90.1886588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,Graybar,0,,"36.0883408,",-95.83618100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst-Reporting,SSM Health System Office - 1015 Corporate Square,"St. Louis, MO",,"38.6790753,",-90.4026321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst - Product Innovation (LTSS - MMP),Centene Corporation,"Clayton, MO 63105",,"38.6495116,",-90.33450129999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst / Tech Support / Account Executive,Express Employment Professionals,"St. Louis, MO",,"37.2454456,",-95.70673599999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Line Data Analyst II,Commerce Bank,"Kansas City, MO 64105",,"37.1711032,",-94.84351629999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,Systems Analyst - ERP Support,CK Power,"St. Louis, MO",,"38.6792749,",-90.3986699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst Engineer,"VantageLinks, LLC","St. Louis, MO",,"38.6732219,",-90.4398205,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0
,Sales Analyst,"Children’s Factory, LLC","Union, MO 63084",,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst - Healthcare EDI (Temp-to-Perm) - MO,"Frink Hamlett Legal Solutions, Inc.","St. Louis, MO",93600.0,"40.8071972,",-73.94258020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst (Contractor),EccoSelect,"Kansas City, MO",75000.0,"39.1380043,",-94.57122820000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst II,Wagner Logistics,0,,"38.7867307,",-94.9468993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Business Analyst,AutoAlert,0,,"39.1011087,",-94.58517049999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Business Analyst/Product Analyst,"Ferguson Consulting, Inc",0,,"38.6482154,",-90.5271631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sales Support Business Analyst,Citi,0,,"36.7408886,",-95.93207029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst II,Centene Corporation,0,,"38.6495116,",-90.33450129999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Intelligence Sales Analyst,Cognizant Technology Solutions,0,,"36.3370104,",-94.2215798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Senior Data Analyst,Novo ProSo,"Warrensburg, MO 64093",,"38.7706715,",-93.724192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,Business Analyst,Amply Media,"Kansas City, MO 64112",,"39.04456150000001,",-94.59767420000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,IT Business Analyst,Hager Companies,0,,"38.599208,",-90.200986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Business Analyst,Envision LLC,"St. Louis, MO",,"38.6724575,",-90.4381213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,PLEX BUSINESS PROCESS ANALYST - MANUFACTURING FIRM,"PeopleFind,Inc.","St. Louis, MO",,"43.8461267,",-79.3652743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Family Office Business Analyst - Clayton (Full Time),Commerce Bank,"St. Louis, MO 63105",,"37.1711032,",-94.84351629999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst - Lubrication Industrial Sales NAM - Saint Loui...,SKF USA,"St. Louis, MO 63134",,"38.6983202,",-88.07821899999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst,"VantageLinks, LLC","Sunset Hills, MO",,"38.6732219,",-90.4398205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Data Solutions Development Analyst,Sun Life Financial,"Kansas City, MO 64108 (Crown Center area)",,"39.0412749,",-94.58495190000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
,Business Analyst,TricorBraun,"St. Louis, MO",,"39.7640821,",-104.7583723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"HubSpot Data Analyst (Located in Johnston, Iowa)",AKC Marketing,"Kansas City, MO",,"41.6681263,",-93.7412868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analysis Coordinator,Salon Service Group,0,,"36.0991381,",-95.9139359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Data Analyst Engineer,TKC holdings,0,125000.0,"38.6830651,",-90.40304090000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Data Analyst,Foley Equipment,0,,"37.6663222,",-97.3880609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Master Data Analyst,"Hostess Brands, LLC",0,,"39.0635641,",-94.5851681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Financial Data Analyst,Edward Jones,0,,"37.2259033,",-95.7064563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Senior Data Analyst,"SeniorVu, LLC","Kansas City, MO 64108",,"39.0879141,",-94.58590090000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst - DBA4,Wells Fargo,0,,"37.2262796,",-95.70634670000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,Business Analyst,A.T. Still University,0,,"40.1935599,",-92.5889708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Family Office Business Analyst - Clayton (Full Time),Commerce Bank,0,,"37.1711032,",-94.84351629999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Business Analyst, Underwriting Innovation",RGA,0,,"36.1799361,",-94.18855140000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Quality Analyst Sr,"QTC Management, Inc.",United States,,"34.1090729,",-117.82457350000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Software Solutions Consultant (Business Analyst),DataServ (Missouri),"St. Louis, MO",,"38.60572990000001,",-90.4521168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Business Analyst,Enterprise Holdings,"St. Louis, MO",,"36.1315659,",-95.8193428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,Senior Business Analyst,Bartech Group,"Kansas City, MO",114400.0,"42.4899789,",-83.29896020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,GEHA,"Independence, MO",,"38.9436065,",-94.3721295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Operations Analyst,Randstad Professionals,"Earth City, MO 63045",52000.0,"29.7533436,",-95.45271890000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Line Data Analyst II,Commerce Bank,"Kansas City, MO 64105",,"37.1711032,",-94.84351629999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,Senior Data Analyst,Lexicon,0,,"36.0981806,",-94.1566108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Sr Analyst - Data Management,Mercy Health,0,,"37.2459357,",-95.7068796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,Senior Data Analyst,VMLY&R,"Kansas City, MO",,"39.120625,",-94.59057299999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Turnkey Technologies Inc,"Saint Charles, MO 63304",,"38.701614,",-90.679817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Senior Business Analyst,MasterCard,0,,"39.30250059999999,",-94.6846855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst: Operations,TeeTurtle,0,,"38.6360747,",-90.3441842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,BI Data Analyst,Edward Jones,0,,"37.2259033,",-95.7064563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst III,Centene Corporation,0,,"38.6495116,",-90.33450129999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst,Mercy Health,0,,"37.2459357,",-95.7068796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Analyst - Master Data Management (MDM),Edgewell Personal Care Brands,"Chesterfield, MO",,"39.16640719999999,",-75.54273990000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst II - Health Plan Support,Centene,"St. Louis, MO",,"32.3268914,",-95.33687809999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Business Analyst,The Climate Corporation,"St. Louis, MO",,"38.6735961,",-90.4430158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Software Technical Analyst 3,Dunhill Staffing Systems,"Hazelwood, MO",,"32.8134665,",-79.8475026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,SAP Business Analyst,Morgan Hunter,"Kansas City, MO",,"38.9293253,",-94.67461690000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,"SQL Data Analyst: Direct Hire, Chesterfield, MO",Kelly Services,"Chesterfield, MO 63017",,"36.0598969,",-95.92304329999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
,Senior Sage 300 Consultant / Business Analyst - US Based Rem...,Net at Work,United States,,"40.755035,",-73.991803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Line Data Analyst III,Commerce Bank,0,,"37.1711032,",-94.84351629999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Portfolio Business Analyst,MasterCard,0,,"39.30250059999999,",-94.6846855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst III (Healthcare Analytics),Growth Mindset,"St. Louis, MO",,"38.6696064,",-90.4365998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Data Analyst III(SQL),Centene Corporation,0,,"38.6495116,",-90.33450129999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,"Business Operations Analyst 5 - Earth City, MO",U.S. Bank,0,,"37.4105441,",-94.7045566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Clinical Decision Support Data Analyst II,Children's Mercy,0,,"39.08387889999999,",-94.57717590000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Application Analyst - Exempt - SJOMO Data Processing,St. Joseph Medical Center (SJOMO),0,,"38.9363406,",-94.6033439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst-Supply Management,Algonquin/Liberty/Empire District,"Joplin, MO",,"37.0852975,",-94.5149407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
,Data Analytics Manager,The Opportunity Trust,"St. Louis, MO 63110",70000.0,"38.6346715,",-90.2503247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
,Plex Business Process Analyst (St. Louis),SearchBright Group,"St. Louis, MO",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Equisoft,Missouri,,"45.4971878,",-73.5704708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,"Trauma Data Analyst, St . Louis Children's Hospital",BJC HealthCare,0,,"38.6394058,",-90.2627482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,PLEX Business Process Analyst,Spartan Light Metal Products,0,,"39.1551299,",-91.913663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Associate Business Analyst,Spectrum,0,,"39.1284116,",-94.6307919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Analyst II, RCM Client Opt",NextGen Healthcare,0,,"38.6946609,",-90.4157965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Marketing Data Analyst II,Edward Jones,0,,"37.2259033,",-95.7064563,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
,Business Intelligence Analyst,Eastman,0,,"37.0358573,",-95.61628809999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Governance Analyst,CORE & MAIN,0,,"36.3226169,",-95.8080138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Statistical Data Analyst - Infectious Diseases,Washington University in St. Louis,0,54590.0,"38.6487895,",-90.31079620000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Insights Analyst Intern (Corporate),Barry Wehmiller Companies Inc,0,,"38.650124,",-90.340942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Business Analyst II - Health Plan Support,Centene Corporation,0,,"38.6495116,",-90.33450129999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
