rating,job_title,company,location,salary,lat,lng,skills
,Business Line Data Analyst II,Commerce Bank,"Kansas City, MO 64105",,"37.1711032,",-94.8435163,"SQL,SAS"
,Senior Data Analyst,Lexicon,0,,"36.0981806,",-94.1566108,"SQL,R,Tableau"
,Sr Analyst - Data Management,Mercy Health,0,,"37.2459357,",-95.7068796,"SQL,R,Oracle"
,Senior Data Analyst,VMLY&R,"Kansas City, MO",,"39.120625,",-94.590573,R
,Business Analyst,Turnkey Technologies Inc,"Saint Charles, MO 63304",,"38.701614,",-90.679817,
,Senior Business Analyst,MasterCard,0,,"39.30250059999999,",-94.6846855,"R,Java"
,Data Analyst: Operations,TeeTurtle,0,,"38.6360747,",-90.3441842,R
,BI Data Analyst,Edward Jones,0,,"37.2259033,",-95.7064563,"SQL,R"
,Data Analyst III,Centene Corporation,0,,"38.6495116,",-90.3345013,"SQL,R,Microsoft-Office"
,Business Analyst,Mercy Health,0,,"37.2459357,",-95.7068796,R
,Analyst - Master Data Management (MDM),Edgewell Personal Care Brands,"Chesterfield, MO",,"39.16640719999999,",-75.5427399,R
,Business Analyst II - Health Plan Support,Centene,"St. Louis, MO",,"32.3268914,",-95.3368781,SQL
,Business Analyst,The Climate Corporation,"St. Louis, MO",,"38.6735961,",-90.4430158,"SQL,R,Tableau"
,Software Technical Analyst 3,Dunhill Staffing Systems,"Hazelwood, MO",,"32.8134665,",-79.8475026,"SQL,R,Oracle"
,SAP Business Analyst,Morgan Hunter,"Kansas City, MO",,"38.9293253,",-94.6746169,"SQL,R"
,"SQL Data Analyst: Direct Hire, Chesterfield, MO",Kelly Services,"Chesterfield, MO 63017",,"36.0598969,",-95.9230433,"SQL,R,Tableau,Data-Warehouse,Microsoft-SQL-Server"
,Senior Sage 300 Consultant / Business Analyst - US Based Rem...,Net at Work,United States,,"40.755035,",-73.991803,R
,Business Line Data Analyst III,Commerce Bank,0,,"37.1711032,",-94.8435163,"SQL,R"
,Portfolio Business Analyst,MasterCard,0,,"39.30250059999999,",-94.6846855,R
,Data Analyst III (Healthcare Analytics),Growth Mindset,"St. Louis, MO",,"38.6696064,",-90.4365998,"Python,SQL,R,Hadoop,Tableau,SAS"
,Data Analyst III(SQL),Centene Corporation,0,,"38.6495116,",-90.3345013,"SQL,R,Microsoft-Office"
,"Business Operations Analyst 5 - Earth City, MO",U.S. Bank,0,,"37.4105441,",-94.7045566,"R,Microsoft-Office"
,Clinical Decision Support Data Analyst II,Children's Mercy,0,,"39.08387889999999,",-94.5771759,"SQL,R,SAS,Microsoft-Office"
,Application Analyst - Exempt - SJOMO Data Processing,St. Joseph Medical Center (SJOMO),0,,"38.9363406,",-94.6033439,R
,Business Analyst-Supply Management,Algonquin/Liberty/Empire District,"Joplin, MO",,"37.0852975,",-94.5149407,"Python,SQL,R,Oracle"
,Data Analytics Manager,The Opportunity Trust,"St. Louis, MO 63110",70000,"38.6346715,",-90.2503247,"SQL,R,SAS,Oracle"
,Plex Business Process Analyst (St. Louis),SearchBright Group,"St. Louis, MO",,,,R
,Business Analyst,Equisoft,Missouri,,"45.4971878,",-73.5704708,"SQL,R,Java,Oracle"
,"Trauma Data Analyst, St . Louis Children's Hospital",BJC HealthCare,0,,"38.6394058,",-90.2627482,R
,PLEX Business Process Analyst,Spartan Light Metal Products,0,,"39.1551299,",-91.913663,R
,Associate Business Analyst,Spectrum,0,,"39.1284116,",-94.6307919,R
,"Analyst II, RCM Client Opt",NextGen Healthcare,0,,"38.6946609,",-90.4157965,R
,Marketing Data Analyst II,Edward Jones,0,,"37.2259033,",-95.7064563,"SQL,R,Hadoop,Tableau,Hive,Pig"
,Business Intelligence Analyst,Eastman,0,,"37.0358573,",-95.6162881,"SQL,R,Microsoft-SQL-Server"
,Data Governance Analyst,CORE & MAIN,0,,"36.3226169,",-95.8080138,"R,Microsoft-Office"
,Statistical Data Analyst - Infectious Diseases,Washington University in St. Louis,0,54590,"38.6487895,",-90.3107962,R
,Business Insights Analyst Intern (Corporate),Barry Wehmiller Companies Inc,0,,"38.650124,",-90.340942,"SQL,R,Tableau"
,Business Analyst II - Health Plan Support,Centene Corporation,0,,"38.6495116,",-90.3345013,SQL
,Lead Business Analyst,North Highland,"St. Louis, MO",,"38.6857362,",-121.3721745,R
,"Data Analyst IV(SQL, BI, Healthcare)",Centene Corporation,0,,"38.6495116,",-90.3345013,"SQL,R,Microsoft-Office"
,Programmer and Data Analyst II,Columbia Public Schools,0,,"38.9225302,",-92.341887,"SQL,R"
,Software Solutions Consultant (Business Analyst),DataServ,0,,"38.60572990000001,",-90.4521168,R
,Business Analyst,Save-A-Lot,0,,"37.0353628,",-95.6015299,R
,Senior Data Analytics Analyst,Edward Jones,0,,"37.2259033,",-95.7064563,"SQL,R,Hadoop,Tableau,Hive,SAS,NoSQL,Oracle,Pig"
,Trust Business Analyst,National Advisors Trust Company,0,,"38.944038,",-94.5810457,R
,Business Analyst,Christian Horizons,0,,"45.35418199999999,",-75.706468,R
,Master Data Analyst,Tacony Corporation,0,,"38.5407378,",-90.462909,R
,BI Analyst,AdamsGabbert,0,,"38.9303144,",-94.6875255,"Python,SQL,R,SAS,AWS,Data-Analysis,Azure"
,Business Analyst,Cushman & Wakefield,0,,"39.044562,",-94.597674,"R,Microsoft-Office"
,"Business Analyst IV(Product Owner, Agile, Healthcare)",Centene,"St. Louis, MO",,"32.3268914,",-95.3368781,"SQL,R,Scripting"
,Senior Business Analyst,North Highland,"St. Louis, MO",,"38.6857362,",-121.3721745,R
,Product Data Management Analyst -- Product Configuration,"World Wide Technology, Inc.",0,,"38.7901154,",-90.0784728,"R,Oracle,Microsoft-Office"
,Business Analyst - SAP,Piramal Glass USA,0,,"37.8614059,",-90.517103,R
,Business Analyst,Sanford Federal,"St. Louis, MO",,"35.7799621,",-78.633881,"SQL,R,SAS"
,Technical Business Analyst Team Lead,Refinitiv,0,,,,R
,Business Analyst,"Ferguson Consulting, Inc",0,,"38.6482154,",-90.5271631,"SQL,R"
,Salesforce Techno-Functional Business Analyst (St. Louis),Third Republic,"St. Louis, MO 63102",115000,"40.7451716,",-73.9881931,"R,AWS,Azure"
,Senior Business Intelligence Analyst,Eastman,0,,"37.0358573,",-95.6162881,"SQL,R,SAS,Data-Analysis"
,"Business Analyst III(Provider Data, SQL, Excel)",Centene Corporation,0,,"38.6495116,",-90.3345013,"SQL,Scripting"
,"Senior Analyst, US Product Delivery",MasterCard,0,,"39.30250059999999,",-94.6846855,R
,Business Analyst,Neopoint Consulting,"Ellisville, MO",,"38.5907385,",-90.5926361,R
,SAP Business Analyst,MULTIVAC Inc.,0,,"39.2937255,",-94.6703056,"SQL,R"
,"Senior Business Analyst, AURA",RGA,0,,"36.1799361,",-94.1885514,"SQL,R,Data-Analysis"
,Business Analyst - SAP,Piramal Healthcare,0,,"42.3584478,",-71.0608489,R
,Lead Business Analyst,Valorem Reply,"Kansas City, MO",,"39.0872215,",-94.5887279,"R,Azure"
,Lean Business Analyst,Goodwill of Western MO & Eastern KS,0,,"39.0907646,",-94.5727304,"SQL,R"
,Business Analyst,Avani Technology Solutions Inc,0,,"43.1786129,",-77.681247,R
,Lead Business Analyst,Valorem,0,,"39.0872215,",-94.5887279,"R,Azure"
,Digital Banking Business Analyst,Central Bancompany,0,,"38.5763659,",-92.1711559,
,Pricing Data Analyst,Hinduja Global Solutions,0,,"40.7793058,",-89.6802251,"R,Microsoft-Office"
,Business Analyst Level 1,Joyce Meyer Ministries,0,,"38.4989698,",-90.4579007,R
,Business Analyst - Radiology Department,BJC HealthCare,0,,"38.6394058,",-90.2627482,"SQL,R"
,Agile Business Analyst,"World Wide Technology, Inc.",0,,"38.7901154,",-90.0784728,R
,SAP Pricing – Systems & Data Analyst,BOEING,0,,"35.4042749,",-97.4061182,R
,Business Analyst,Bright Health,0,,"44.9848424,",-93.2711506,"R,AI,Microsoft-Office"
,Senior Business Analyst,"Ferguson Consulting, Inc",0,,"38.6482154,",-90.5271631,R
,Business Analyst,Jack Cooper,0,,"39.1005173,",-94.5824185,"R,Microsoft-Office"
,Salesforce Business Analyst,Third Republic,"St. Louis, MO 63102",115000,"40.7451716,",-73.9881931,"R,AWS,Azure"
,Business Analyst - Accredo,Express Scripts,0,,"39.3443564,",-84.5404004,R
,Business Analyst Intern,Burns & McDonnell,0,,"38.9577957,",-94.5974612,R
,ATSU - Business Analyst,A.T. Still University,0,,"40.1935599,",-92.5889708,"R,AI"
4.1,Statistical Data Analyst - Pediatrics Critical Care,Washington University in St. Louis,0,54590,"38.6487895,",-90.3107962,"R,SAS"
4.1,Data Science/Quant Engineering Intern | Prattle Technology:...,Liquidnet,0,,"40.7561369,",-73.9901624,"Python,SQL,R,C/C++,AI"
4.1,Statistical Data Analyst - Surgery,Washington University in St. Louis,0,54590,"38.6487895,",-90.3107962,R
3.6,Data Quality Analyst,Equifax,0,,"41.593675,",-93.7628639,"R,Microsoft-Office"
4.1,Data Analyst - Neuroinformatics Research Group,Washington University in St. Louis,0,32822.4,"38.6487895,",-90.3107962,"Python,SQL,R,Java,Linux"
3.9,Planning Analyst,Energizer,0,,"36.3387894,",-94.2082073,R
4.1,Database Analyst (Data Manager) - Neuroinformatics,Washington University in St. Louis,0,64937.5,"38.6487895,",-90.3107962,"Python,SQL,R,Java,AWS,Linux"
4.1,Statistical Data Analyst - Neurology,Washington University in St. Louis,0,54590,"38.6487895,",-90.3107962,"Python,R,SAS"
4.1,Senior Statistical Data Analyst - Cardiology,Washington University in St. Louis,0,64937.5,"38.6487895,",-90.3107962,"R,SAS"
4.2,Seed Production Optimization Data Analyst Co-Op,Bayer,0,,"37.784586,",-97.462964,R
4,Management and Program Analyst,US Department of the Treasury,0,102828.5,"38.8975862,",-77.0338601,R
3.6,Data Governance Analyst | SharePoint,BKD,0,,"36.0742417,",-95.9252918,R
3.7,Database Analyst 5 - Data Modeler,Wells Fargo,0,,"37.2262796,",-95.7063467,"SQL,R,Oracle"
,SAP Functional System Analyst,Next Generation Technology Inc.,"Saint Charles, MO",,"42.0428795,",-88.0381809,R
4.1,Business Analyst for Data Governance - Provost Office/EVC Of...,Washington University in St. Louis,0,51178,"38.6487895,",-90.3107962,"R,Tableau"
4,Data Quality & Governance Analyst,Rabobank,0,,"39.1769372,",-96.5616097,"SQL,R"
3.9,Analytics Analyst,Federal Reserve Bank of Kansas City,0,,"39.075807,",-94.5864862,"R,Tableau"
2.7,BUSINESS ANALYST,St. Luke's Hospital - Missouri,0,,"38.6514926,",-90.5032589,"SQL,R"
3.4,Data Action Intern,Ascension,0,,"37.0329949,",-95.6400855,R
3.7,Analyst III,Scholastic,0,,"36.831103,",-94.3751838,"SQL,R,Tableau"
3.9,Technology Support Analyst,Columbia Public Schools,0,,"38.9225302,",-92.341887,R
3.6,Associate Analyst - IT Logistics and Manufacturing,"World Wide Technology, Inc.",0,,"38.7901154,",-90.0784728,"SQL,R,Oracle"
3.8,"GIS Analyst I - Kansas City, MO","Ervin Cable Construction, LLC",0,,"32.9124327,",-97.0068813,"SQL,R,AI"
3.4,Data Specialist,Betty Jean Kerr Peoples Health Centers,0,,"38.6544546,",-90.2855889,"SQL,R"
3.5,Application Developer (Technical Data Analyst),Spectrum,0,,"39.1284116,",-94.6307919,"R,Data-Warehouse"
,Information Security Analyst,Information Security Analyst,"North Kansas City, MO",,,,R
3.9,"Director, Data Architecture & Analytics Platforms",BJC HealthCare,0,,"38.6394058,",-90.2627482,"R,Big-Data"
3.6,Supplemental Data Clinical Analyst,UnitedHealth Group,0,,"44.973048,",-89.636298,R
,Business Analyst,Universal Account Servicing LLC,"Kansas City, MO 64153",,,,R
3.9,"Senior Analyst, Data Governance",Edward Jones,0,,"37.2259033,",-95.7064563,R
3.7,Business Analyst,Ameren,0,,"38.577749,",-92.168783,"R,Microsoft-Office"
,"Planning, Policy, and Business Analyst","InSequence, Inc","St. Louis, MO 63127",,"38.55331839999999,",-90.4154496,R
3.2,Intern (Software Development/ Data Analytics Undergraduate -...,Centene Corporation,0,,"38.6495116,",-90.3345013,"Python,R"
3.8,Sr. Business Intelligence Analyst,Adventist Health System/West,0,,"34.14104030000001,",-118.2222913,R
4.1,Support Staff - Accounting and Data Analyst - Business Offic...,Pattonville School District,0,,"38.725587,",-90.4219444,R
4.1,Senior Business Analyst,MasterCard,0,,"39.30250059999999,",-94.6846855,"R,Data-Warehouse"
4.1,Business Line Data Analyst II,Commerce Bank,0,,"37.1711032,",-94.8435163,"SQL,SAS"
3.5,Geospatial Analyst - Deploying,"InTec, LLC",0,,"38.8615921,",-77.3034537,"R,Oracle"
4,APO Functional Analyst PPDS/GATP,EMD,0,,"33.869189,",-98.4904316,R
3.7,"Manager, Data Analytics (Customer)",Ameren,0,,"38.577749,",-92.168783,"Machine-Learning,Big-Data"
3.9,Senior Analyst - Network Operations,Verizon,0,,"37.033548,",-95.638108,R
3.2,Intern (Data Analysis & Human Resources Undergraduate - Summ...,Centene Corporation,0,,"38.6495116,",-90.3345013,R
3.7,Benefits Analyst,Ameren,0,,"38.577749,",-92.168783,R
3.3,Financial Analyst,Express Scripts,0,,"39.3443564,",-84.5404004,"SQL,R,Tableau"
3.5,Business Analyst - Summer 2020 Internship,Jack Henry,0,,"36.9285237,",-93.9257755,"R,Tableau,Microsoft-Office"
3.6,CMO Business Analyst,U.S. Bank,0,,"37.4105441,",-94.7045566,"R,Microsoft-Office"
4.2,Senior Business Intelligence Analyst,Bunge,0,,"41.1503525,",-95.8119392,"Tableau,Oracle"
3.6,Business Analyst (REF3382E),Broadridge,0,,"32.9670952,",-97.0248106,R
3.3,Sr. Resource / Forecasting Analyst,Express Scripts,0,,"39.3443564,",-84.5404004,"Python,SQL,R"
3.8,"Project Analyst - Kansas City, MO","Ervin Cable Construction, LLC",0,,"32.9124327,",-97.0068813,"R,AI"
4.3,Program Analyst,US Department of Defense,0,121057,"32.2816582,",-90.2904971,R
3.5,2020 Summer Intern: Business Intelligence Analyst,Spectrum,0,,"39.1284116,",-94.6307919,"SQL,R,Tableau,SAS,Microsoft-Office"
3.3,Sr. Business Analyst,Express Scripts,0,,"39.3443564,",-84.5404004,R
4.1,Human Resources Research Analyst - Human Resources,Washington University in St. Louis,0,64937.5,"38.6487895,",-90.3107962,"SQL,R,SAS,Microsoft-Office"
3.6,BUSINESS ANALYST II,Stifel,0,,"36.133118,",-95.967662,R
3.5,Business Analyst-Cust Ops,Spectrum,0,,"39.1284116,",-94.6307919,R
3.2,Senior HRIS Data Analyst (Workday),Centene Corporation,0,,"38.6495116,",-90.3345013,R
3.3,Business Analyst,Express Scripts,0,,"39.3443564,",-84.5404004,R
3.3,Dedicated Client Support Analyst,CASS INF,0,,"34.837025,",-82.2968452,"SQL,R,Microsoft-Office"
,QA Chemistry Analyst,Piney Technical Services,"Kansas City, MO 64120",,"39.1167512,",-94.5355354,R
4.1,Business Analyst III - Office of WUSM CIO,Washington University in St. Louis,0,74609.5,"38.6487895,",-90.3107962,R
4.1,Clinical Business Analyst III - Office of WUSM CIO,Washington University in St. Louis,0,74609.5,"38.6487895,",-90.3107962,R
4.1,Business Analyst II - WashU IT - Research Infrastructure Ser...,Washington University in St. Louis,0,64937.5,"38.6487895,",-90.3107962,"Python,SQL,R,Java,Scala"
4.1,Finance Business Analyst,Children's Mercy,0,,"39.08387889999999,",-94.5771759,"R,Microsoft-Office"
3.6,"Sr. Associate, Business Intelligence and Data Analytics",RSM US LLP,0,,"39.039828,",-94.58695,"SQL,R,Tableau"
4.6,"Business Analyst, CRM",UMSL,0,42348.8,"38.7092401,",-90.30828,"R,AI"
4.1,Lead Business Analyst,MasterCard,0,,"39.30250059999999,",-94.6846855,R
4.5,Lead Analyst,Water.org,0,,"39.0890154,",-94.5857551,R
3.3,Senior Sales Operations Analyst,A Place for Mom,0,,"47.6046363,",-122.3307528,"SQL,R"
3.9,Supply Chain Analyst - International Trade Change Management,Mars,0,,"38.9326436,",-95.6928431,R
3.7,Sr. Financial Analyst,HNTB Corporation,0,,"38.8960564,",-94.6719211,R
3.9,"Senior Performance Analyst, Scout Investments",RAYMOND JAMES FINANCIAL,0,,"36.0759328,",-95.9564723,R
3.5,Business Analyst - Summer 2020 Internship,"Jack Henry and Associates, Inc.",0,,"35.4565119,",-97.596247,"R,Tableau,Microsoft-Office"
,Business Analyst,Student Trading Challenge,"Chesterfield, MO",,,,
3.4,Business Analyst Sr,Save-A-Lot,0,,"37.0353628,",-95.6015299,"R,Oracle,Microsoft-Office"
4.2,PROGRAMMER ANALYST - STUDENT INFORMATION SYSTEMS,University of MO-Columbia,0,,"38.9403808,",-92.3277375,"R,Oracle"
3.7,Bookkeeper / Administrative Assistant / Budget Analyst Suppo...,Forfeiture Support Associates,0,,"39.0600726,",-77.4623516,"R,AI"
3.7,Senior Business Analyst (ERP),Ameren,0,,"38.577749,",-92.168783,"R,Oracle,Microsoft-Office"
3.7,Business Analyst,FlightSafety International,0,,"37.6949867,",-97.2246841,"R,Tableau,AI"
4,Business Analyst Sr.,SAIC,0,,"36.8965367,",-93.57062,"R,AI"
3.6,Lending Authority Certification Project Analyst 3 - Multiple...,U.S. Bank,0,,"37.4105441,",-94.7045566,R
,Business Analyst,VIZVA TECH SOLUTIONS,"Ballwin, MO 63021",,"38.6573112,",-90.6290285,R
3.5,Business Analyst,RGA,0,,"36.1799361,",-94.1885514,"SQL,R"
3.6,Consumer Marketing Analyst,Mercy Health,0,,"37.2459357,",-95.7068796,R
3.9,Population Health Senior Business Analyst,BJC HealthCare,0,,"38.6394058,",-90.2627482,R
3.9,Senior Branch Insights Analyst,Edward Jones,0,,"37.2259033,",-95.7064563,R
3.7,Board Certified Behavior Analyst - Kirkwood Full Time,Hope,0,,"37.2277085,",-95.7035963,"R,AI"
2.6,Sr. Business Intelligence Analyst / Developer,Bull Moose Tube,0,,"38.6381787,",-90.5716005,"SQL,R,Oracle,Data-Warehouse"
3.8,Enterprise Data Strategy Analyst,UMB Financial Corporation,0,,"37.0871716,",-94.4764342,"R,SAS,Microsoft-Office"
3.5,Revenue Assurance Analyst,TEOCO,0,,"33.0090765,",-96.8303905,"SQL,R,Microsoft-Office"
3.7,Business Analyst (safety programs),Ameren,0,,"38.577749,",-92.168783,
,Support Business Analyst,Frontend Arts,"St. Louis, MO",,"32.839836,",-97.020832,R
3.7,Business Analyst,The Climate Corporation,0,,"38.6735961,",-90.4430158,"SQL,R,Tableau"
,SAP TM Business Analyst,Denken Solutions Inc,"St. Louis, MO",,"33.6351639,",-117.7395537,R
4.1,Business Analyst - Salesforce Marketing Cloud,Build-A-Bear,0,,"36.0631447,",-95.8821539,R
3.2,Business Analyst Co-op,True Manufacturing,0,,"38.805735,",-90.666045,"SQL,R"
4.8,"Consulting Manager, Advisory-Data Analytics",Brown Smith Wallace,0,,"38.6724575,",-90.4381213,"R,AI,Microsoft-Office"
2.9,Jr. Microsoft Power BI Developer & Dynamics AX Support Analy...,Zoltek-Toray Group,0,,"38.74414,",-90.4394733,"SQL,R,SAS,Microsoft-SQL-Server"
,Accounting/Business Analyst,Maryville Consulting Group,"St. Louis, MO 63105",,"38.647957,",-90.33605,R
3.8,Senior Website Manager (IT Senior Business Analyst),"St. Louis County, MO",0,74037.5,"38.6103023,",-90.4125181,
3.8,Business Analyst,Capgemini Government Solutions,0,,"38.8847398,",-77.0293694,R
4.2,Business Analyst,H&R Block,0,,"37.032253,",-95.6226774,"SQL,R"
3.8,Senior Business Analyst - Marsh & McLennan Agency - Chesterf...,"Marsh & McLennan Companies, Inc.",0,,"40.7761584,",-74.4713884,R
3,"SAP Functional System Analyst, Finance and Controlling (FICO...",LMI Aerospace,0,,"37.5452945,",-95.815806,R
3.5,"Manager, Business Intelligence",Spectrum,0,,"39.1284116,",-94.6307919,R
4.1,Business Analyst II - Student Affairs,Washington University in St. Louis,0,,"38.6487895,",-90.3107962,R
3.6,Senior Business Intelligence Analyst,Cerner Corporation,0,,"39.149929,",-94.5458166,"SQL,R,Tableau"
,BUSINESS ANALYST,Oakwood Systems Group Inc.,"St. Louis, MO",,"38.6677227,",-90.4465584,R
4.1,Business Analyst IV - WashU IT-Enterprise Apps,Washington University in St. Louis,0,91686.5,"38.6487895,",-90.3107962,R
3.3,Business Analyst,Gallagher,0,,"36.1432046,",-95.9875298,"R,Microsoft-Office"
3.9,"Senior BI Strategy Analyst, Center of Excellence",Edward Jones,0,,"37.2259033,",-95.7064563,"Python,R,Tableau"
,PracticeLink | Business Analyst,PracticeLink/MountainPlex,"St. Louis, MO 63105",,"37.672424,",-80.890134,R
4,Senior Business Analyst,SAIC,0,,"36.8965367,",-93.57062,"R,AI"
4,Business Analyst - Accounting,Louis Dreyfus,0,,"39.039007,",-94.5874212,"SQL,R,Microsoft-Office"
3.8,Sr. Technical Business Analyst,General Dynamics Information Technology,0,,"30.1665913,",-85.754776,"SQL,R,Linux"
3.8,Senior Information Security Data Analyst,Enterprise Bank & Trust,0,,"39.09835,",-94.6475223,"R,Linux,Microsoft-Office"
3.7,Analytic Consultant 3,Wells Fargo,0,,"37.2262796,",-95.7063467,"SQL,R,SAS"
3.9,Data Science and Analytic Methodologist/Data Analyst/Trainer...,Booz Allen Hamilton,0,,"39.3286922,",-94.9116672,"Python,R,Java,Big-Data,MATLAB"
3.6,Team Lead | Business Intelligence Analyst | Digital Strategy,Cerner Corporation,0,,"39.149929,",-94.5458166,"SQL,R,Tableau"
4.5,Project Implementation Analyst,TWAIN FINANCIAL PARTNERS,0,,"38.6318834,",-90.1980502,"SQL,R,AI"
4,Scientific Informatics Consultant,Accenture,0,,"36.3811006,",-94.1718942,SQL
3.3,Manager - Data Analytics and Reporting,Express Scripts,0,,"39.3443564,",-84.5404004,"Python,R,Hadoop,Spark,Java,Tableau,AWS,Scala,AI,Kafka"
3.2,Business Analyst - Product Innovation (LTSS - MMP),Centene Corporation,0,,"38.6495116,",-90.3345013,"SQL,R"
3.7,Senior Business Analyst - Workday,Ameren,0,,"38.577749,",-92.168783,R
3.4,Business Analyst,TricorBraun,0,,"39.7640821,",-104.7583723,"R,Microsoft-Office"
3.3,Senior Business Analyst,Gallagher,0,,"36.1432046,",-95.9875298,"R,Microsoft-Office"
3.9,Sr. Business Analyst,Cognizant Technology Solutions,0,,"36.3370104,",-94.2215798,"R,Oracle"
3.6,Data Analytics Senior Consultant / Managing Consultant,BKD,0,,"36.0742417,",-95.9252918,"Python,SQL,R,Hadoop,Spark,Tableau,Big-Data,Scala"
3.7,Senior Business Analyst (IT/Finance),Ameren,0,,"38.577749,",-92.168783,"R,Oracle"
4.2,IT Business Analyst,Bunge,0,,"41.1503525,",-95.8119392,R
3.9,HRIS Business Analyst (Reporting & Analytics),Emerson,0,,"36.079834,",-95.8643699,"R,Oracle"
3.9,HRIS Business Analyst- Oracle Recruit,Emerson,0,,"36.079834,",-95.8643699,"R,Oracle"
3.8,Senior Business Analyst,Lexicon,0,,"36.0981806,",-94.1566108,"R,Microsoft-Office"
3.6,COMPLIANCE ANALYST III - REGULATORY,Stifel,0,,"36.133118,",-95.967662,R
4.1,Business Analyst IV - WashU IT Enterprise Applications (Fund...,Washington University in St. Louis,0,91686.5,"38.6487895,",-90.3107962,R
4,"Senior Associate, Business Analyst",KPMG,0,,"36.1505449,",-95.9916448,"SQL,R"
4.1,Business Analyst - Sales and Communications,McCarthy Building Co,0,,"38.9846839,",-94.6719113,R
,LEAD IT BUSINESS ANALYST,UniGroup CA,"Fenton, MO 63026",,"38.5419558,",-90.4436994,"SQL,R"
3.6,Scientific Informatics Consultant (D360),Certara,0,,"35.7677317,",-78.7272954,"Python,SQL,R,Java,Oracle,Linux"
3.6,Lead Business Analyst (JR1009723),Broadridge,0,,"32.9670952,",-97.0248106,R
3.2,"Business Analyst II(Pricing, Configuration)",Centene Corporation,0,,"38.6495116,",-90.3345013,SQL
3.7,Senior Power BI Consultant,Sense Corp,0,,"38.6115802,",-90.3206999,"R,Tableau,SAS,Azure"
3.7,Technology Manager 3 - Data Analysis,Wells Fargo,0,,"37.2262796,",-95.7063467,"SQL,R,Oracle,Data-Analysis"
3.3,"Sr. Manager, Business Analysis",Express Scripts,0,,"39.3443564,",-84.5404004,R
3,Board Certified Behavior Analyst - BCBA - STL,Great Circle,0,,"38.59931419999999,",-90.3636553,R
3.3,Senior Business Analyst IT,CASS INF,0,,"34.837025,",-82.2968452,"SQL,R,Microsoft-SQL-Server,Microsoft-Office"
4.2,Business Analyst - IT,H&R Block,0,,"37.032253,",-95.6226774,R
3.3,"Manager, Business Analysis",Express Scripts,0,,"39.3443564,",-84.5404004,"SQL,R,Microsoft-Office"
3.8,Technical Business Analyst; Intermediate Level,General Dynamics Information Technology,0,,"30.1665913,",-85.754776,"R,Microsoft-Office"
4.1,Scientific Consultant - Institute for Informatics,Washington University in St. Louis,0,,"38.6487895,",-90.3107962,R
3.9,HRIS Business Analyst (Core HR & Security),Emerson,0,,"36.079834,",-95.8643699,"R,Oracle"
4.2,Analytics / Business Intelligence – Specialist,American Century Investments,0,,"39.0459195,",-94.5872038,"Python,SQL,R,Tableau,AWS,Oracle,AI"
2.6,Salesforce Sr. Business Analyst,Eagle Creek Software Services,0,,"44.8888043,",-93.4024284,"SQL,R,Java,Oracle"
4.3,"Planning, Policy and Business Analyst (AOS Strategic Planner...",OGSystems,0,,"38.6341923,",-90.2128162,R
3.7,Analytic Consultant 4 - Consumer Conduct Control Data Integr...,Wells Fargo,0,,"37.2262796,",-95.7063467,"SQL,R,SAS,Oracle"
3.4,Senior IT Business Analyst - Bakery Automation,"Hostess Brands, LLC",0,,"39.0635641,",-94.5851681,R
,Solutions Consultant/Architect – SAS/R/Python,DB Best Technologies,"Kansas City, MO",,"47.632746,",-122.13941,"Python,SQL,R,Hadoop,SAS,Big-Data"
3.9,"IT Business Solutions Analyst/Developer - Kansas City, MO",Bradken,0,,"43.01197690000001,",-81.1577751,"SQL,R"
2.5,"Director – Technical Pre-Sales/Solution Engineering, Data Mo...",CloudMoyo,0,,"47.6354689,",-122.1447113,"R,Hadoop,Spark,Tableau,Big-Data,AWS,Data-Warehouse,Kafka,Azure"
3,"Business Analyst, Enterprise PMO","NISA Investment Advisors, L.L.C.",0,,"38.6481886,",-90.3345454,R
4.5,Oracle Developer with SAP BO Experience,Avani Technology Solutions Inc,0,,"43.1786129,",-77.681247,"SQL,R,Oracle"
4,"Senior Associate, Business Analysis",KPMG,0,,"36.1505449,",-95.9916448,"SQL,R"
3.7,Cloud Analytics Consultant - AC4,Wells Fargo,0,,"37.2262796,",-95.7063467,"SQL,R,Spark,Tableau,SAS,Data-Warehouse,Azure"
,"Manager, Healthcare Analytics - Business Intelligence",Growth Mindset,"St. Louis, MO",,"38.6696064,",-90.4365998,"Python,SQL,R,Hadoop,Tableau,SAS"
,Senior Business Intelligence Analyst TS/SCI,TENICA and Associates LLC,"St. Louis, MO 63101",,"38.8713335,",-77.4409603,"SQL,R,Microsoft-Office"
3.4,Lead Business Analyst,North Highland,0,,"38.6857362,",-121.3721745,R
4,Expert IT Business Analyst,Swiss Re,0,,"39.09964960000001,",-94.5837642,R
3.7,Analytic Consultant 4 (Consumer Control Data Integration & R...,Wells Fargo,0,,"37.2262796,",-95.7063467,"SQL,R,SAS,Oracle"
4.2,Senior Business Analyst,H&R Block,0,,"37.032253,",-95.6226774,R
3.4,Senior Business Analyst,North Highland,0,,"38.6857362,",-121.3721745,R
,Client Success Manager/Business Analyst,"Rollick, Inc.","Fenton, MO",,"30.3140679,",-97.9457794,"R,Microsoft-Office"
4,Salesforce Senior Business Analyst-H&PS - Accenture Technolo...,Accenture,0,,"36.3811006,",-94.1718942,R
4,"Manager, Business Analysis",KPMG,0,,"36.1505449,",-95.9916448,R
