job_title,rating,average,company,reviews,location,desc,datepost
Data Analytics Manager,,0,New York City DEPT OF INFO TECH & TELECOMM,59,"Manhattan, NY","Organization Profile
The mission of the Mayor’s Office of Data Analytics (MODA) is to help City agencies apply strategic analytical thinking to data in order to deliver services more equitably and effectively and to increase operational transparency. MODA’s work in partnership with agencies touch on a wide variety of areas including: public safety, education, emergency management, transportation, physical infrastructure, and economic development. Depending on the engagement, MODA staff may serve as analysts, strategic advisors, technical resources, or project managers.

MODA is also responsible for implementing the New York City Open Data Law, the most ambitious and comprehensive open data legislation in the country. MODA partners with the Department of Information Technology and Telecommunications (DoITT) to manage the City’s Open Data program, which has over 2,500 publicly available datasets and 30,000 weekly users, and achieve Open Data for All, the Mayor’s vision to maximize New Yorkers’ engagement with City data.

Job Responsibilities
MODA seeks a Data Analytics Manager to provide hands-on analytics project direction and oversee a team of four data scientists. The Data Analytics Manager will work closely alongside the City’s Chief Analytics Officer (CAO) and Deputy Chief Analytics Officer to implement the office’s data analytics strategy and to develop processes for effective and sustainable analytics project staffing, analysis, and reporting.

The selected candidate will provide direct project guidance and supervision for data analysts; and engage regularly with City leadership, Mayor’s Offices, City agencies including technology and analytics principals, City Council, New York City’s data science community and other internal or external audiences.

The Data Analytics Manager will:
Provide supervision for MODA’s analytics team, completing or reviewing data analysis as needed; and work with the CAO and Deputy CAO and team leads to review and assess analytics project opportunities, and prioritize new and existing analytics projects in alignment with MODA’s mission. As the direct manager for MODA’s team of data analysts, the Data Analytics Manager will be responsible for the growth and development of the team, in collaboration with the CAO and DCAO.In partnership with City agencies and MODA analytics staff, establish and review scope, timelines, reporting cadence, impact and quality measures, and technical documentation for MODA analytics projects.Collaborate with the City’s IT agency (DoITT) Data Management and Integration team and Enterprise Architecture team to define data infrastructure, integration, and software needs for MODA analytics projects.Lead in the development of best practices for municipal “open analytics” work - publishing analytics code and projects publicly when possible, in partnership with City agency partners.Support MODA as analytics center for excellence and initiatives that increase agencies’ data-driven practices, including: the Analytics Exchange (AnEx), data science workforce development initiatives, and best practice exchanges between the private sector and academia and the City’s data analysts.


Minimum Qual Requirements

1. A master's degree in computer science from an accredited college and three years of progressively more responsible, full-time, satisfactory experience using information technology in computer applications programming, systems programming, computer systems development, data telecommunications, database administration, planning of data/information processing, user services, or area networks at least 18 months of this experience must have been in an administrative, managerial or executive capacity in the areas of computer applications programming, systems programming, computer systems development, data telecommunications, data base administration, or planning of data processing or in the supervision of staff performing these duties; or

2. A baccalaureate degree from an accredited college and four years of experience as described in ""1"" above; or

3. A four-year high school diploma or its educational equivalent approved by a State's department of education or recognized accrediting organization and six years of experience as described in ""1"" above; or

4. A satisfactory combination of education and experience equivalent to ""1"", ""2"" or ""3"" above. However, all candidates must have at least a four-year high school diploma or its educational equivalent approved by a State's department of education or recognized accrediting organization and must possess at least three years of experience as described in ""1"" above, including the 18 months of administrative, managerial, executive or supervisory experience as described in

""1"" above.

Qualification Requirements (continued)

NOTE: The following types of experience are not acceptable: superficial use of preprogrammed software without complex programming, design, implementation or management of the product; use of word processing packages; use of a hand held calculator; primarily the entering or updating of data in a system; the operation of data processing hardware or consoles.


Preferred Skills

The preferred candidate should possess the following broad range of skills:
Curious, flexible thinker who loves learning, coaching and managing a technical team, and tackling new challenges on a daily basis;Hands-on experience as a senior data analyst/scientist working on high visibility analytics projects with multiple stakeholders;Ability to thrive in a fast-paced environment and effectively help team members prioritize and manage multiple projects simultaneously;Project management experience and a passion for staff development and coaching to support career development;Passion for solving business and technical problems, and translating business needs into the required technologies/methodologies to translate data into analytics projects, products, and recommendations;Background and fluency in a range of analytics fields (e.g. economics, statistics, computer science, data visualization, consulting) and familiarity with open source tools and practices for working in the open leveraging agile methodologies;Excellent written and verbal communication and data presentation skills and ability to communicate with administrative and technical leaders and agency staff about data and analytics;Passion for solving New York City’s more pressing challenges with an equity-orientation;Experience or familiarity in working with New York City government is a plus.


To Apply

Candidates Must Have a Permanent Computer Systems Manager Title
-or-
Have Taken the Most Recent Computer Systems Manager Civil Service Exam

Interested applicants with other civil service titles who meet the preferred requirements should also submit a resume for consideration
Please go to Employee Self Service (ESS), click on Recruiting Activities > Careers, and search for Job ID #400387

SUBMISSION OF A RESUME IS NOT A GUARANTEE THAT YOU WILL RECEIVE AN INTERVIEW
APPOINTMENTS ARE SUBJECT TO OVERSIGHT APPROVAL

The Department of Information Technology & Telecommunications and the City of New York are equal opportunity employers.

DoITT participates in E-Verify


Hours/Shift

Day - Due to the necessary technical management duties of this position in a 24/7 operation, candidate may be required to be on call and/or work various shifts such as weekends and/or nights/evenings.


Work Location

New York, NY


Residency Requirement

New York City Residency is not required for this position",30
"Manager, Big Data Analytics and Machine Learning",,0,Deloitte,8,"New York, NY 10112","Manager: Big Data Analytics and Machine Learning Specialist

Financial Markets

Risk and Financial Advisory

75% Travel

Powered by Deloitte’s Risk and Financial Advisory’s (RFA) industry-leading expertise and technology, our Financial Markets team provides services designed to address operational, technological and regulatory challenges faced by capital markets participants, including: wealth and investment managers; broker dealers; asset servicers; exchanges; clearing houses; depositories and custodians, including companies in commodities-driven businesses.


Work you’ll do
We are developing innovative solutions that leverage the latest technologies in open source and the cloud and are building a team of top-notch software engineers to create our next generation Big Data Analytics and Machine Learning platform. You will be working with all levels of technology from front-end technologies (e.g. React framework, JavaScript, HTML5, CSS, R, Scala), server-side technologies (web APIs on dotnet core, C#, Python, Node.js), backend data processing technologies (Hadoop, Spark R) and Cloud technologies in Azure and Amazon! We want you to bring your excitement and technical expertise to deliver high quality work and continuously improve the ways we can better leverage Big Data Analytics and Machine Learning. This is just the beginning of Big Data Analytics and Machine Learning and we need you to help us define the future and get us there – a huge opportunity awaits!
Responsibilities include:

Partner with Product Owner and other stakeholders to understand the high-level requirements and business objectives; and make recommendations for business prioritization, roadmaps and product improvements
 Develop trusting relationships with our business and other subject matter experts
Communicate with senior leaders regarding the architecture, discuss problems and recommend solutions and improvements.
 Provide leadership in refining the product backlog from an architectural standpoint
 Ensure architectural considerations are incorporated into building the working software
Own the successful development and implementation of business capabilities by the development teams
Ensure high quality of deliverables by conducting design and code reviews, ensuring teams are automating unit and integration tests in a timely manner.
 Design and lead the technical implementation of efficient, adaptable, scalable, and reliable data pipelines and algorithms to process unstructured and structured big data
Enable complex analytics by building usable data sets that can power various analytics like regression, classification, clustering, etc.…
Leverage industry knowledge and stay close to technology developments in the open-source and cloud communities
Provide technical direction to the development teams including hands-on development of POCs where appropriate
 Build, design and implement high-volume, high-scale responsive web front ends, web APIs, data analytics and machine learning solutions in the cloud
Develop our next level of architects and technology talent and mentor junior development staff in the art of building software systems.
Bring new ideas in cloud, big data, and machine learning software development
Leverage industry knowledge and stay close to technology developments in the open-source and cloud communities
Collaborate with cross-functional teams
Practice and enforce Agile and Scrum development methodologies",30
"Position: 13,14,15- Business Analyst",,0,Avani Technology Solutions Inc,5,"New York, NY","Job Details
Job Code
JPSC-8275
Posted Date
04/15/19
Experience
8 Years
Primary Skills
Jira,documenting business and functional requirements,application Prototypes,Balasamiq &MS Visio
Required Documents
Resume,Overview
Required Skills
• Minimum 6-8 Years Experience in Business Analysis tools such as : JIRA, Balasamiq &MS Visio.
• Minimum 6-8 Years Experience working and co-ordinating with the Technical teams in documenting business and functional requirements
• Minimum 6-8 Years Experience in overseeing project deliverables
• Minimum 6-8 Years Experience in designing the Data model and application Prototypes.",30
Actimize Business Analyst,,0,,,,"Functional Role and Responsibilities:
In this role you will be responsible for functioning within a larger support and enhancement team. Responsibilities include- Day to day Incident and Problem Management, Application Monitoring, Release Management, and Enhancements, Production queries resolution.

Qualifications
Required Technical Skills:Actimize knowledge is a must.Good functional and technical understanding of Actimize AML SAM and Control Room solution implementation.Support Experience on Informatica or similar ETL Tool.Support Experience on a Unix platform (Sun Solaris or LINUX).Ability to write & debug basic Shell scripts, PowerShell and Batch Scripts.Experience in writing and interpreting Database SQL queries.Comfortable reading and analyzing various log files.Scheduling tool like Autosys, Control M experience.Service Now knowledge is a plus.

General Characteristics of Success:Possess the necessary skillset to quickly learn new technologies and the analytical skills required to drive critical issues to resolution within our team and/or in collaboration with external teams.Effective prioritization skills and ability to work independently.Desires to work in a dynamic technical application support environment.Good ability to convey technical information to an audience with various levels of technical knowledge, including a business user base that may lack a deep understanding of application technology.High sense of urgency and commitment to exceeding customer expectations.Ability and willingness to operate within tightly controlled policies and procedures.Demonstrated technical competencies.Good analytical and communications skills (both written and verbal)

Matrix-IFS offers a competitive base salary and a full benefit package. Benefits include: medical, dental, 401K, STD, HSA, PTO and more.

MATRIX-IFS is a dynamic, fast growing, technical consultancy helping Banks, Brokerage, and Financial Services companies with AML/fraud detection, trading surveillance consulting and systems integration. We are comprised of talented, creative and dedicated individuals with a passion for delivering innovative solutions to the market. We source and foster the best talent and recognize that every employee's contributions are integral to our company's future. MATRIX-IFS’s success is based on a challenging work environment, competitive compensation and benefits, and rewarding career opportunities. We encourage a work environment of sharing, learning and succeeding together. Come and join a winning team! You'll be challenged, you'll have fun, and you'll be a part of a highly respected organization!",30
Senior Data Strategist,,0,Grey Advertising,39,"New York, NY 10017","Lead client engagements and educate clients on the value of adding analytical services to their business, helping them define needs and potential solutions.
Pro-actively engage with other specialty and new business teams across regions, to ensure the understanding of the Grey data strategy offering, spot new opportunities and ensure insights are put into action.
Develop 1st and 3rd party data strategies to build out a richer understanding of the customer
Help to develop a deeper understanding of the customer journey, identifying both in-market and out of market opportunities
Build audience profiles based off various syndicated and proprietary tools (IE Resonate, MRI).
Work closely with respective team members from various disciplines (Account, Creative, Strategy) within the agency and the client to deliver on the value of the emerging data strategy offering.
Responsible for measurement strategy and oversight across multiple channels including digital, social and CRM – Applying various tools in the toolset (test and learn agendas etc..) to ensure there is alignment on program KPI’s, that all relevant tracking is working correctly and there is a realistic optimization approach.
Be able to upsell data-driven projects to account and clients that are not currently within scope by provide thought leadership on innovative analytic solutions. Suggests new/innovative techniques for validating campaign performance when relevant (IE. Brand studies, offline sales impact, MMM)

Qualifications

Required Skills/Experience/Qualifications:
Data-driven orientation and the ability to leverage data strategically to link back to the higher level business objective
Leverage your capacity to identify business opportunities above and beyond the original task which will translate into you being seen as strategically valuable to the business
Ability to synthesize large amounts of information/data and translate into an easily understood story, with the ability to understand the important balance between art and science
Have a passion for understanding data, formulating and testing hypotheses, and creating and improving processes.
Must have experience with: data strategy, hands-on experience in quantitative data analysis, creative problem solving, the ability to develop/analyze business cases and excellent oral and written communication skills
Familiarity with syndicated research sources including Comscore, MRI and Nielsen
Knowledge of digital marketing and CRM disciplines (including segmentation, test design, targeting) and a familiarity with the Digital Media Landscape is required
Familiarity with web analytic tools (IE.Omniture, Google Analytics) and social listening tools (Crimson Hexagon and Digimind) is a plus
5+ years of business experience working in Strategy, Marketing, Advertising or Management Consulting
Bachelor’s degree in Business, Finance, Statistics, Economics, Marketing, Psychology, or relevant degrees
This is a client facing role and candidates must be comfortable in this environment. Excellent verbal and written communication skills and the ability to prepare client-ready documents

Grey provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

We offer dynamic career opportunities with growth potential in a fun work environment!",22
Implementation Manager/Business Analyst (NY/NJ),,0,,,,"Job Overview

Our client, an award-winning marketing and transactional solutions company, is seeking for an Implementation Manager to join the digital solutions team. This role will entail working directly with clients to drive new customer implementations, leveraging the most advanced technology.

Responsibilities and Duties

Partner with sales team on client engagement to assess business needs and construct solution plan
Gather requirements for client’s business needs and translate to technical requirements
Write technical requirements and business specifications for client implementations
Collaborate with clients and key internal stakeholders to establish framework and map project implementation
Define project requirements by identifying project milestones, phases and elements
Work alongside quality assurance team in testing efforts
Ensure timely custom project delivery and reports
Create standard operating procedures
Provide customer product support and training


Qualifications:

2+ years of implementation experience as a BA/PM
Experience in the payments and fintech space
Bachelor’s degree in related area preferred
Demonstrated success in developing and leading projects in a B2B setting


8189",30
"Senior Associate, Data & Analytics",,0,KPMG,5,"New York, NY 10154","Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today's most important industries. Our growth is driven by delivering real results for our clients. It's also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. With qualities like those, it's no wonder we're consistently ranked among the best companies to work for by Fortune Magazine, Consulting Magazine, Working Mother Magazine, Diversity Inc. and others. If you're as passionate about your future as we are, join our team.
KPMG is currently seeking a Senior Associate in Technology Enablement for our Consulting practice.
Responsibilities:
Lead multiple client service delivery teams in the active execution of engagements in compliance with firm and practice unit service delivery standards
Utilize technical and industry knowledge to identify complex client issues and build long-term business relationships with key executives through engagement delivery and networking in professional organizations
Participate in business development by identifying new opportunities and assisting with proposal development
Contribute thought leadership to the development and evolution of our Technology Enablement Solutions (TES) methodologies and intellectual capital including publishing articles, whitepapers, or performing research in support of TES initiatives
Manage and provide leadership to teams of staff level professionals and become actively involved in staff development and practice management
Qualifications:
A minimum of three years of TES related experience with a professional services advisory firm or publicly traded company
Bachelor's degree from an accredited college/university; MBA or MIS from an accredited college/university preferred
Experience in process reengineering, designing and implementing business performance management applications, including budgeting, forecasting, planning, consolidation, and reporting
Knowledge of information access and delivery methods, analytics applications and tool portfolio, data sourcing and integration methods such as OLAP / ROLAP / HOLAP and an understanding of data warehousing/mining, ETL, EII, data cleansing, and architecture
Strong understanding of governance, controls, process and procedures, centers of competency, change management, conceptual data modeling, master data management, data standardization and stewardship, information integrity and compliance, and data quality management
Travel may be up to 80-100%
Applicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future
KPMG LLP (the U.S. member firm of KPMG International) offers a comprehensive compensation and benefits package. KPMG is an affirmative action-equal opportunity employer. KPMG complies with all applicable federal, state and local laws regarding recruitment and hiring. All qualified applicants are considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other category protected by applicable federal, state or local laws. The attached link contains further information regarding the firm's compliance with federal, state and local recruitment and hiring laws. No phone calls or agencies please.",5
Director of Data Science and Analytics,,0,,,,"About The Position
Glassbox is hiring a Director of Data Science and Analytics to lead our Global Business Insights team in this exciting growth phase of our Customer Experience Analytics business.
You will lead our Analytics and Data Science efforts across the globe promoting Customer Experiences Analytics as well as supporting the customer’s leadership team with commercial insight.
The ideal candidate will have excellent communication, organizational and project management skills to capably manage multiple task while working in a fast-paced SaaS environment.

Key Responsibilities

Manage the Global Business Insights and Analytics Team

Helping the customers provide values of the Glassbox solution by providing analytics insights

Play a key part in supporting the Pre-Sales cycle and Post-sales delivery

Perform weekly and monthly management-level reports, synthesized from numerous sources, focused on actionable data

Identify key success indicators and determine best practices for measurement and reporting

Use analytics to create concepts, justify business cases and manage the implementation of improvements to the web and mobile experience

Collaborate with various interfaces in the organization, providing customer feedback and recommendations on continued development of the product
Requirements
8+ years’ experience in an analytical role (digital customer analytics, web analytics, consulting)
Deep understanding of digital channels technologies (web and mobile) and the customers experience while using them
Expert ability with Adobe, Tealeaf, Clicktale, SQL, Python, or other customer experience management tool
Excellent analytical skills including problem solving, attention to detail and clear communication of complex results
Proven ability to work with the processes and technologies of large datasets
Management Experience: High level people skills (successfully managed a team of analysts) and communication skills (successfully influenced across all levels/functions)
Deliver insights using creativity, pragmatism and out of the box thinking
An independent thinker, confident to serve as the voice of the customers
Proactive approach with hands on / can-do mindset
Ability to thrive in a global start up work environment
Travel will be required",5
"Director, Business Intelligence",,0,Macy's,30,"New York, NY 10001",,28
"Director, Business Intelligence",,0,,,,"ABOUT BRAND EXPERIENCE
The Brand Experience team at Macy’s is passionate about finding new ways for the Macy’s brand to show up to the consumer, our vendors, and our colleagues. We live to challenge the status quo, change minds, and deliver growth as a result. By creating a startup environment within a Fortune 150 company, we are developing new revenue streams, business models, and ways of working to help paint the future for an iconic 160-year-old company.


ABOUT THE ROLE
The Director of Business Intelligence will be responsible for establishing an analytical infrastructure and develop reporting tools across various businesses under the Brand Experience umbrella. You will be an analytical thought partner to leaders in Brand Experience and collaborate across the broader Macy’s organization. This role requires a strategic quantitative and financial mindset, but also the ability to execute through process and reporting solutions. You’ll be part of a cross-functional team of expert colleagues working in new ways —more agile and more adaptive— so throw the old playbook away. A typical day for this role might include analyzing prior month expenses to assess annual spend vs. plan and proposing recommendations for spending in the rest of the year, developing KPIs for a new business we are working on, review STORY at Macy’s transaction data to develop insights that store team incentives and future product assortment, or chatting with Macy’s business partners to research key assumptions to use in a financial model to forecast a new business. This role reports to the Brand Experience Officer. This role is unlike any other Director of Business Intelligence role because it requires a strong financial modeling and analytical mindset, but also contributes to execution by developing new processes to streamline operations and provides actionable recommendations based on insights from your analysis.


WHAT YOU’LL DO

Business Model Design - Develop quantitative models to evaluate new businesses, revenue streams, and cost structures. Partner with each of the Brand Experience business teams to approach P&L development for new businesses. Identify trends, successes, and opportunities and make strategic recommendations in response. Research and introduce perspectives from other industries and business models to inform new ways of evaluating new projects.

Oversee merchandise planning for Brand Experience businesses - Responsible for merchandise and location financial plans (sales and inventory) to support the overall performance plan, in-season inventory, flow, replenishment, and markdown management. Partner with Creative Merchandising to manage the development of assortment and assortment planning (breadth, depth, flow, target sell-through, style plans, markdown plans, etc.), which supports the high-level merchandising assortment vision and maximize sales, margin, and turnover.

Analytics and Testing - Set the roadmap for the analytics team, triage and prioritize requests across the organization from week to week. Develop hypotheses and corresponding metrics to evaluate new projects. Think beyond traditional KPIs to measure short-term, long-term, ROI and leading indicators of performance. Unpack complex interactions through a test and learn approach that leads to iteration on new concepts to achieve long-term success.

Analytics and Reporting Evolution - Set the roadmap to deliver analytics and reporting tools for all businesses under the Brand Experience team. Develop dashboards and reporting for key stakeholders within the team to help uncover actionable insights and inform key business decisions on a timely basis. Streamline common activities such as monthly financial planning, invoicing, budgeting, and reporting. Partner with Macy’s central Finance teams to facilitate corporate budgeting and monthly and seasonal rolling operating forecast process.


THINGS YOU’LL NEED

Bachelor’s degree required.
Strong analytical skills, with 5-8 years of experience in investment banking, corporate finance, business intelligence or other highly analytical field with complex financial and business modeling.
Prior experience or familiarity in a merchandise planning role at a retailer
Strong written and verbal skills, with ability to develop and clearly articulate insights from large, complex datasets, and ability to communicate effectively across cross-functional and executive teams
Vision and passion—to see the future of retail and want to create it.
Ability to inspire others to action through influence and advice.
Resilience, tenacity, high energy. Able to rapidly bounce back from adversity.
Extremely detail oriented
Desire to be hands-on in a fast-paced environment
Self-starter, able to work independently and as part of a team and must have good time management skills.
Must be able to function as part of a team and collaborate with team members.
Possess a strong sense of urgency.
Possess a thirst for learning.
Proficiency with modeling, analytics, and presentation tools such as Microsoft or Google product suites.
Regular, dependable attendance and punctuality. Perform other duties as assigned.
SQL and VBA experience preferred
Available to work flexible hours based on department and store/company needs


ONE MORE THING
We love people with special sauce! Do you juggle, run marathons, plan secret dinner parties? Be sure to let us know!


This job description is not all inclusive. In addition, Macy's, Inc. reserves the right to amend this job description at any time. Macy’s, Inc. is an Equal Opportunity Employer, committed to a diverse and inclusive work environment.",28
Business Analyst - Investment Banking - Financial Sponsors G...,,0,"Jefferies & Company, Inc.",147,"New York, NY 10022","Description

Role Description:
The Financial Sponsors Group Business Analyst will support the group’s internal and external administrative functions. Internally this will include maintaining select proprietary databases, coordinating information for internal weekly calls/meetings, managing logistics for sponsored client events, distributing generic client marketing materials, and assisting with business management reporting tasks. Externally this will include a few daily and weekly tasks geared towards tracking and recording general market activity. The role will not involve transaction origination or execution, except in the form of miscellaneous tasks required for internal support.
Primary Responsibilities:FSG Group Revenue
  Confirm sponsor banker involvement in transactions with Jefferies’ internal revenue team
  Provide sponsor fees for event approval to the Corporate Events team
Marketing Coordination
  Help coordinate regular marketing meetings with Jefferies product groups
  Assist in preparation of quarterly marketing emails to sponsors with the internal marketing team
  Work closely with the internal marketing team to create bank award submissions
  Circulate invitations for Jefferies’ conferences and summits to sponsor bankers
  Distribute new hire onboarding materials
  Submit equity research requests for clients that request access
Event Coordination
  Point of contact for logistics organization for all FSG-sponsored client events
  Maintain the invitation and RSVP lists for events
  Book conference rooms for select Jefferies-hosted eventsMaintain Select FSG Databases
  Master Sponsor Coverage List
  Jefferies Transaction History DatabaseAssist with FSG Weekly Meeting & Packet
  Manage speaker line-up for weekly meetings: send invitations and collect materials for discussion
  Compile and distribute the FSG Weekly Packet (electronic and hard copies) • Support for Client Material Preparation & Distribution
  Assist with preparing and distributing the 1) Investment Banking Credentials, 2) FSG Capabilities/Credentials, and 3) Global Investment Banking Coverage Map
  Print hard copies for generic useProvide JefBase Maintenance Support
  Ensure sponsor coverage officer is correct in JefBase
  Work with JefBase staff to ensure banker dashboards are capturing correct dealsFSG Banker Request / Miscellaneous Projects
  Assist coverage officers in miscellaneous client/meeting related tasks (e.g. obtaining research, printing books, providing marketing materials/information)
Assist with Preparation of Year-end Review Preparation & FSG Offsite/Onsite Packet

Qualifications

Required Skill Set:
Highly Organized5 plus years of experienceAttention to detailIndependently motivatedDisciplined with good time management skillsProblem solverProactivePositive attitudeGeneral understanding of finance

Primary Location: US-NY-New York
Work Locations: New York 520 Madison Avenue New York 10022
Job: Investment Banking
Organization: Investment Banking
Schedule: Full-time
Employee Status: Regular
Job Level: Non-Management
Job Posting: Oct 18, 2019, 10:37:57 AM",30
Principal Pricing Analyst,,0,Oracle,5,"New York, NY 10022","Principal Pricing Analyst-1900101Q


No Visa Sponsorship is available for this position.

Preferred Qualifications

Oracle Data Cloud (ODC) provides the world's largest cloud-based data management platform for marketing, which helps enterprises personalize online, offline, and mobile marketing campaigns with richer and more actionable information about targeted audiences. Due to continued growth, we are currently seeking a Principal Pricing Analyst to join our dedicated sales operations and strategy team, based in New York City.
The Principal Pricing Analyst will be a key Individual Contributor on the Sales Operations team for the Oracle Data Cloud (ODC) Global Business Unit. As a Principle Pricing Analyst you will assist Senior Leadership with assessing the impact of proposed pricing changes for large strategic clients. The person in this role will be responsible for ensuring that Revenue, Margin and Business objectives are accounted for in all pricing decisions.
This role requires a strong analytical background along with pricing and margin analysis experience, preferably in the digital advertising space. The successful candidate will also be able to collaborate effectively across teams and clearly communicate recommendations to senior leadership.
 Preferred Qualifications
You have 7+ years of experience in a pricing related role
You have knowledge of the digital advertising ecosystem
You have a BS or BA Degree from a highly competitive school
You are tech savvy and an expert with Excel and other operational tools
You are capable of turning analytical insights into actions
You are extremely detail oriented
You are curious, insightful and have great business acumen

Detailed Description and Job Requirements

Provides programs to improve operational efficiency, consistency, and compliance in support of the organization*s financial and tactical business objectives. Provides business practices and processes. Develops, communicates, and trains the organization on business practices and processes.

Serve as a liaison with other divisions such as Finance, Contracts, HR, Legal, Shared Services, Accounts Receivable, Purchasing, and Risk Management in an effort to ensure accurate and timely transaction processing. Collect, input, verify, correct, and analyze data to measure key performance indicator actual versus business objectives. Provide updates to management regarding budget to actual, informing them of deviations and opportunities. Provide management with economic impact and compliance issues surrounding key business decisions and/or deals. Communicate Oracle Business Practices to the organization and monitor process and approvals for full compliance. Drive implementation of new processes and procedures.

Leading contributor individually and as a team member, providing direction and mentoring to others. Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Ability to collect, organize, and display data in spreadsheet format. Follow-through skills necessary to get information from internal and third parties and have data errors/omissions corrected. For this, relationship management skills strongly desired. Strong written and verbal communication skills. 8 plus years relevant work experience.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status or any other characteristic protected by law.",30
Commercial Business Analyst - Continuous Process Improvement,,0,Diageo,595,"New York, NY 11215","Job Description :
Diageo has initiated a ‘call to action’ in which it envisions becoming the fast growing, highest margin drinks business, operating with a differentiated approach in our developed and developing markets with greater freedom and authority, in order to accelerate performance. The organization is globally transforming into one characterized by speed of thought, decision making and bias for action in order emerge the clear leaders of the industry.

The Diageo Business Services organization will drive value, service and business performance, contributing significantly and leading the above transformation and call to action. This means reduction in cost base, continually improving efficiency and driving greater process standardization, greater focus on market growth, ensuring outstanding services and customer satisfaction and driving stronger compliance and controls.

Purpose of Role

Develops process and technical solutions to business problems by defining, analyzing and documenting requirements, shaping solutions via process improvement or farming out requests to product owners and COEs as appropriate.
Top Accountabilities
Possesses a good level of knowledge and understanding of DBS capabilities and services offered and available to the markets
Leads ongoing reviews of business processes and develops CPI and optimization strategies by leveraging existing assets, proposing enhancements or establishing need for new solutions
Develops continuous process improvement interventions and facilitates Lean projects to improve processes. Works with key business stakeholders, as multi-jurisdictional ‘LEAN champions’, to build a continuous improvement environment to support an ongoing program of change·
Identifies local business demand and feeds through to Business Partner, User Experience and Service COEs as appropriate
Determines if/how business needs can be met through existing solutions across DBS service towers
Assists the BP with development and documentation of the business case for portfolio and CPI projects
Translated business needs into business requirements and guides this though prioritization and inclusion in Portfolio and CPI plans
Drives the design and/or review of test cases, process change requests, and manage a project’s scope, acceptance, installation and deployment.
Assesses and validates activities to determine if a solution has fulfilled the requirements.
Identifies, screens and evaluates if a new solution is required to address customer needs
Develops solution concepts and business cases for new investments
Informs BP and Regional BRM of solution trade-offs both within and between different solution platforms to help decision making.
Identifies and facilitates process improvement projects, training/ workshops to drive cultural change
Qualifications and Experience Required
Excellent stakeholder, communication and ability to influence
Ability to work and deliver through others in a multifunctional and global environment
Good understanding of business process, experience generating performance insights using performance report and KPIs,
Experience shaping compelling business case for change and quantify cost and benefits
Experience in Commercial and Business Analytics processes, service delivery, tools and applications management and maintenance (data management, SaaS, SFA, sales execution investment management tools, others)
Bachelor’s degree in Information Systems or related degree
The candidate will be able to demonstrate 5 years success in a similar role.
Experience within the CPG industry and/or experience of Commercial functions
Worker Type :
Regular
Primary Location:
New York 530 5th Ave
Additional Locations :
Job Posting Start Date :
2019-06-07-07:00",30
Senior Business Analyst,,0,Care to Care,16,"New York, NY 10022","Position summary
Responsible for producing standard and adhoc reporting. A strong emphasis is placed on process documentation and operational compliance. Assist with implementation and management of client reporting needs, meeting the clear target goals for account performance and efficiency, as well as the ability to identify and support the expansion of complimentary reporting capabilities. Assists with analysis of trends, metrics and authorizations/claims oversight for continuous corporate level reporting. Support on-going sales efforts with research and documentation as requested.

Job Requirements
Education: Bachelor’s Degree in Business or Health Services Administration, with course work in Business Analytics and/or equivalent of 5 years of work experience.
Experience: Prior healthcare experience required (min. 3 years); managed care experience preferred. Experience with reporting tools is required; data warehousing, SharePoint and Client Relationship Management tools in additional to the essential analytical background would be advantageous. A proven track record in process documentation and excellence in analytical oversight is required.
Skills
Excellent organizational, analytical, communication, and presentation skills required. Proficiency with Microsoft Excel including macros and pivot tables, creating and executing SQL queries, stored procedures and functions and experience with SQL Reporting Services, Crystal Reports or an equivalent report designer are required. Experience with SQL Analysis Services and Excel PowerPivot would be advantageous.

To apply, please email a cover letter, resume and salary requirement to hr@caretocare.com with the position being applied for in the subject line. No calls please.",30
