job_title,rating,average,company,reviews,location,datepost,lat,lon,skills
"Manager, Big Data Analytics and Machine Learning",,0,Deloitte,8,"New York, NY 10112",30,40.7592545,-73.9798434,"SQL,R,Data-Warehouse"
"Position: 13,14,15- Business Analyst",,0,Avani Technology Solutions Inc,5,"New York, NY",30,40.7127281,-74.0060152,
Actimize Business Analyst,,0,,,,30,0,0,
Implementation Manager/Business Analyst (NY/NJ),,0,,,,30,0,0,"R,Microsoft-Office"
Business Analyst - Investment Banking - Financial Sponsors G...,,0,"Jefferies & Company, Inc.",147,"New York, NY 10022",30,40.7607161,-73.9669623,
Principal Pricing Analyst,,0,Oracle,5,"New York, NY 10022",30,40.7607161,-73.9669623,"Python,SQL,R,AI"
Commercial Business Analyst - Continuous Process Improvement,,0,Diageo,595,"New York, NY 11215",30,40.7127281,-74.0060152,"R,Tableau"
Senior Business Analyst,,0,Care to Care,16,"New York, NY 10022",30,40.7607161,-73.9669623,"R,SAS"
"Business Analyst, Campaign Orchestration -Assistant Vice Pre...",,0,Morgan Stanley,3,"New York, NY",30,40.7127281,-74.0060152,R
CIMD - Marcus by Goldman Sachs - Channel Partner Management...,,0,Goldman Sachs,1,"New York, NY 10282",30,40.7127281,-74.0060152,"Python,R,Java,Tableau"
Data Analytics Director,,0,Morgan Stanley,3,"New York, NY",30,40.7127281,-74.0060152,
Business Analyst – Chief of Staff Office,,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,
"Senior Business Analyst, Business Development Team",,0,TEGNA,40,"New York, NY",30,40.7127281,-74.0060152,"R,Microsoft-Office"
"Manager, Business Analyst",,0,ORC International,119,"New York, NY 10011",30,40.7127281,-74.0060152,"SQL,R"
Advanced Retail Data Analytics Manager,,0,Diageo,595,"New York, NY 11215",30,40.7127281,-74.0060152,
Financial Analyst - Hematology & Oncology,,0,Columbia University,962,"New York, NY",30,40.7127281,-74.0060152,R
"Tapia Data Science, Data Analytics, Technical Business Analy...",,0,BNY Mellon,4,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau"
CIB data+design - Sr. Data Visualization & Interaction Speci...,,0,JP Morgan Chase,21,"New York, NY 10179",30,40.74123595,-73.35669117,"Python,SQL,R"
Axiom Business Analyst,,0,,,,30,0,0,"Python,SQL,R,Microsoft-Office"
Technical Support Analyst Optimus Health Analytics,,0,,,,30,0,0,"SQL,SAS"
Position : 3: Lead Business Analyst,,0,Avani Technology Solutions Inc,5,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R"
"Epic Clinical Business Analyst Level 2, EMR/Clinical Informa...",,0,NYC Health + Hospitals,787,"New York, NY 10004",30,40.7127281,-74.0060152,
Solution Designer - Business Analyst,,0,amdocs,1,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Hadoop,Tableau"
"Cantor Fitzgerald: Financial Analyst, Business Analysis & Re...",,0,BGC Partners,55,"New York, NY 10022",30,40.7607161,-73.9669623,
"Senior Analyst, North America Technology Business Analysis",,0,Estée Lauder Companies,1,"Long Island City, NY 11109",30,40.7415237,-73.9571276,"R,Tableau"
Maximo Business Analyst,,0,Microdesk,8,"New York, NY",30,40.7127281,-74.0060152,
"Asset Management, Marketing, Business Intelligence Channel S...",,0,JP Morgan Chase,21,"New York, NY 10172",30,40.7555755,-73.97503,"Python,SQL,R,Tableau,SAS"
Business Analyst,,0,Veeva Systems,37,"New York, NY",30,40.7127281,-74.0060152,"SQL,R"
Business Analyst - Average Daily Balance Sheet (ADBS) Progra...,,0,,,,30,0,0,
Axiom Business Analyst,,0,Natixis,390,"New York, NY",30,40.7127281,-74.0060152,R
"Manager, Data Analytics and Reporting",,0,Altice USA,1,"Long Island City, NY",30,40.7415237,-73.9571276,R
"Director, Data Analytics & Business Intelligence",,0,,,,30,0,0,R
"Senior Business Analyst, Audience Insights",,0,Meredith Corporation,127,"New York, NY 10017",30,40.7524472,-73.9646461,"Python,SQL,R"
Senior Business Analyst,,0,,,,30,0,0,"R,SAS,MATLAB"
IT Business Lead Analyst,,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,"R,Tableau"
"Business Analyst/ Sr. Business Analyst, Ad Sales Technology",,0,NBCUniversal,2,"New York, NY",30,40.7127281,-74.0060152,R
"Business Analyst, International and Digital Solutions",,0,A+E Networks,127,"New York, NY",30,40.7127281,-74.0060152,"R,Tableau"
"Senior Specialist, Data Visualization",,0,,,,30,0,0,R
Loss Prevention Business Analyst (LP Experience Required),,0,Bowlero Corp,236,"New York, NY 10036",30,40.7644002,-73.998863,R
Sr. Business Operations Analyst – Programmatic,,0,Dailymotion,12,"New York, NY",30,40.7127281,-74.0060152,R
PTC Business Analyst,,0,Avani Technology Solutions Inc,5,"Brooklyn, NY",30,40.6501038,-73.9495823,"R,SAS"
Global Spread Products Technology Front Office Business Anal...,,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,
"Front Office Business Analyst, Fixed Income",,0,"Jefferies & Company, Inc.",147,"New York, NY 10022",30,40.7607161,-73.9669623,"Python,SQL,R,Tableau"
Clinical Business Analyst- Level III- EITS,,0,NYC Health + Hospitals,787,"New York, NY",30,40.7127281,-74.0060152,R
Tech Business Analyst,,0,,,,30,0,0,"Python,R,Java"
Technical Business Analyst - Human Capital,,0,,,,30,0,0,
Sr Data Analyst- Population Health,,0,NYU Langone,1,"New York, NY",30,40.7127281,-74.0060152,
Business Analyst - Securities and Portfolio Analytics Servic...,,0,AIG,3,"New York, NY",30,40.7127281,-74.0060152,R
Technical Development Business Analyst,,0,Healthfirst,514,"New York, NY 10004",30,40.7127281,-74.0060152,
NY/NJ Area Business Class Lead – Transportation Data Analyti...,,0,HDR,316,"New York, NY",30,40.7127281,-74.0060152,R
Senior Technical Business Analyst,,0,,,,30,0,0,R
Digital Marketing Analyst,,0,Morgan Lewis,103,"New York, NY",30,40.7127281,-74.0060152,R
IT Business Analyst - Finance,,0,Peloton,64,"New York, NY",30,40.7127281,-74.0060152,R
Sr Manager - Recruiting Data & Analytics,,0,"Discovery Communications, LLC",369,"New York, NY 10022",30,40.7607161,-73.9669623,R
Director of Data Science & Analytics,,0,HelloFresh,375,"New York, NY",30,40.7127281,-74.0060152,
"Pre-Sales Solutions Consultant, Data Analytics - NYC",,0,Looker,4,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Java"
Business Development Manager (NY Business Intelligence),,0,,,,30,0,0,SQL
Technical Business Analyst,,0,Thomson Reuters,3,"New York, NY 10036",30,40.7644002,-73.998863,"R,Microsoft-Office"
SR. AML Business Analyst,,0,,,,30,0,0,
"Director, Business Intelligence, Peacock, Direct-to-Consumer",,0,NBCUniversal,2,"New York, NY",30,40.7127281,-74.0060152,R
Analytic Consultant 5,,0,Wells Fargo,36,"New York, NY",30,40.7127281,-74.0060152,R
"Specialist, Global Business Change- Business Analyst, Client...",,0,BNY Mellon,4,"New York, NY",30,40.7127281,-74.0060152,"R,AI"
ETF Lead Business Analyst,,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,"Python,SQL,R,Tableau,SAS"
Associate - Corporate Finance (Data & Analytics),,0,Houlihan Lokey,42,"New York, NY 10167",30,40.7546485,-73.974771,"R,Tableau,SAS,Microsoft-Office"
Technical Business Analyst- School of Med,,0,NYU Langone,1,"New York, NY",30,40.7127281,-74.0060152,R
Sr Business Analyst,,0,,,,30,0,0,"SQL,R,Tableau"
Salesforce Business Analyst,,0,National Debt Relief,196,"New York, NY 10004",30,40.7127281,-74.0060152,"R,Tableau,SAS"
Analytics Senior Associate (Immediate Start),,0,Charles River Associates,15,"New York, NY 10018",30,40.7602435,-74.0028752,R
Associate Director of Advancement Reporting and Data Analyti...,,0,Yeshiva University,83,"New York, NY",30,40.7127281,-74.0060152,R
Senior Business Analyst,,0,,,,30,0,0,"Python,SQL,R"
Data Analytics Manager - Customer Experience Effectiveness,,0,Verizon,25,"New York, NY 10007",30,40.7127281,-74.0060152,R
Transaction Services Data Analytics (Diligence) Senior Assoc...,,0,Grant Thornton,1,"New York, NY 10017",30,40.7524472,-73.9646461,"SQL,R,SAS"
Business Intelligence Director,,0,Yext,14,"New York, NY 10011",30,40.7127281,-74.0060152,R
Business Development Manager (NY Business Intelligence),,0,Kirkland and Ellis,70,"New York, NY 10022",30,40.7607161,-73.9669623,"SQL,R,SAS"
Global Spread Products Technology Front Office Business Anal...,,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,R
PTC Business Analyst,,0,Avani Technology Solutions Inc,5,"Brooklyn, NY",30,40.6501038,-73.9495823,
Loss Prevention Business Analyst (LP Experience Required),,0,Bowlero Corp,236,"New York, NY 10036",30,40.7644002,-73.998863,"Python,SQL,R,Microsoft-SQL-Server"
"Front Office Business Analyst, Fixed Income",,0,"Jefferies & Company, Inc.",147,"New York, NY 10022",30,40.7607161,-73.9669623,
"Senior Specialist, Data Visualization",,0,,,,30,0,0,R
"Business Analyst/ Sr. Business Analyst, Ad Sales Technology",,0,NBCUniversal,2,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL"
Sales Analyst,,0,Uline,360,"New York, NY",30,40.7127281,-74.0060152,
Data Analyst - NYC,,0,,,,30,0,0,
"Senior Analyst, Data and Analysis",,0,Digitas,177,"New York, NY 10014",30,40.7127281,-74.0060152,
Business Analyst IT Digital & Cust Prod,,0,JetBlue Airways Corporation,911,"Long Island City, NY",30,40.7415237,-73.9571276,R
"Pre-Sales Solutions Consultant, Data Analytics - NYC",,0,Looker,4,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau,AWS"
IT Project Manager/Business Analyst,,0,New York City DEPARTMENT OF CITY PLANNING,7,"Manhattan, NY",30,40.7896239,-73.9598939,
Data Analytics - Senior Associate NYC,,0,,,,30,0,0,
IT Business Analyst - Finance,,0,Peloton,64,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,Tableau,SAS"
"Business Analyst, International and Digital Solutions",,0,A+E Networks,127,"New York, NY",30,40.7127281,-74.0060152,
Business Intelligence Solutions Specialist,,0,Indeed,515,"New York, NY",30,40.7127281,-74.0060152,"R,Microsoft-Office"
Business Analyst,,0,ThoughtFocus,21,"New York, NY 10001",30,40.72982535,-73.96075198,"R,Microsoft-Office"
Tableau Specialist - Health Care Data Visualization,,0,COPE Health Solutions,48,"New York, NY",30,40.7127281,-74.0060152,
Senior Business Intelligence Analyst,,0,The Trade Desk,6,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau,Oracle,Data-Warehouse,Microsoft-SQL-Server,Scripting"
Business Intelligence Consultant,,0,,,,30,0,0,"R,Tableau,SAS,Microsoft-Office"
"Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data...",,0,Avani Technology Solutions Inc,5,"Brooklyn, NY",30,40.6501038,-73.9495823,"R,AI,Data-Analysis"
"Initiative - Manager, Business Intelligence & Accountability",,0,IPG Mediabrands,70,"New York, NY",30,40.7127281,-74.0060152,
"Specialist, Global Business Change- Business Analyst, Client...",,0,BNY Mellon,4,"New York, NY",30,40.7127281,-74.0060152,
Sr Business Intelligence Reporting Analyst,,0,Healthfirst,514,"New York, NY 10004",30,40.7127281,-74.0060152,"SQL,R,Tableau,Oracle"
Business Analyst Manager,,0,,,,30,0,0,R
Product Owner (Business Analyst with Healthcare IT Experienc...,,0,,,,30,0,0,
Clinical Data Analyst & Excel Ninja,,0,,,,30,0,0,
Data Analyst- Ad and Brand,,0,Phoenix Marketing International,11,"New York, NY 10018",30,40.7602435,-74.0028752,"SQL,R,Tableau,Oracle"
"Data Analyst, CHOICE",,0,VISITING NURSE SERVICE OF NEW YORK,264,"Manhattan, NY",30,40.7896239,-73.9598939,"SQL,R,Tableau"
Business Analyst,,0,EquiLend,12,"New York, NY 10004",30,40.7127281,-74.0060152,
CIS Quality Assurance Analyst (Clinical Business Analyst Lev...,,0,NYC Health + Hospitals,787,"New York, NY 10004",30,40.7127281,-74.0060152,
Clinical Business Analyst- Level III- EITS,,0,NYC Health + Hospitals,787,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau,SAS,Oracle"
"Spec, Lead, Business Info Analyst",,0,Nationwide Mutual Insurance Company,3,"New York, NY",30,40.7127281,-74.0060152,R
Senior Business Operations Analyst,,0,,,,30,0,0,R
Business Analyst (regulatory experience),,0,,,,30,0,0,"SQL,R,Tableau"
Senior Technical Business Analyst,,0,,,,30,0,0,"R,Microsoft-Office"
Business Analyst - Securities and Portfolio Analytics Servic...,,0,AIG,3,"New York, NY",30,40.7127281,-74.0060152,
Sr. Business Operations Analyst – Programmatic,,0,Dailymotion,12,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Spark,SAS,AWS"
Senior Business Analyst (Fedwire Securities Services),,0,Federal Reserve Bank of New York,528,"New York, NY 10045",30,40.7127281,-74.0060152,R
Senior Healthcare Encounter Data Analyst,,0,VISITING NURSE SERVICE OF NEW YORK,264,"Manhattan, NY",30,40.7896239,-73.9598939,"Python,R,Hadoop,Tableau"
"Construction, Business Operations Analyst",3,0,Argo Group,41,"New York, NY",30,40.7127281,-74.0060152,"Python,Hadoop,Tableau"
Consultant Business Analyst Front office pricing ou Risque d...,,0,,,,30,0,0,R
Senior Business Analyst,3.8,0,Sprinklr,33,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,AWS"
Salesforce Administrator/ Business Analyst,4.8,0,Bluecore,4,"New York, NY 10002",30,40.7127281,-74.0060152,R
"Manager, Data Analytics & Reporting",3.3,0,Fidelis Care,1,"New York, NY",30,40.7127281,-74.0060152,"Machine-Learning,R,Big-Data,AI,Data-Analysis,MATLAB"
Associate - Corporate Finance (Data & Analytics),3.7,0,Houlihan Lokey,42,"New York, NY 10167",30,40.7546485,-73.974771,"Python,R,SAS,Scala"
"Assistant Vice President, Lead Business Analyst",3.9,0,Deutsche Bank,2,"New York, NY",30,40.7127281,-74.0060152,
Data Visualization Lead,4,0,Fox Corporation,608,"New York, NY",30,40.7127281,-74.0060152,R
Technical Business Analyst - Human Capital,,0,,,,30,0,0,"R,Tableau"
Data Analyst,4.1,0,NYU Langone Health,1,"New York, NY 10016",30,40.7493074,-73.9794185,"R,Microsoft-Office"
Senior Business Analyst,3.9,0,EPAM Systems,199,"New York, NY 10010",30,40.7392225,-73.97336,"R,AI"
Technical Development Business Analyst,3.5,0,Healthfirst,514,"New York, NY 10004",30,40.7127281,-74.0060152,"SQL,Machine-Learning,R,SAS,Data-Warehouse,AI"
Senior Agile Business Analyst,,0,,,,30,0,0,"Python,R,SAS,Scripting"
Technical Business Analyst- School of Med,4.1,0,NYU Langone,1,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Java,SAS,Scala"
Business Analysts + PC,,0,,,,30,0,0,"SQL,R,Tableau"
Senior Business Intelligence Analyst,3.6,0,Wolters Kluwer,661,"New York, NY",30,40.7127281,-74.0060152,"SQL,R"
Sr. Business Analyst,4.3,0,Sagitec,3,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Spark,Java,Tableau,Big-Data,AWS,Scala,NoSQL,Oracle,Azure"
Senior Business Analyst,,0,,,,30,0,0,"Python,SQL,R,Java,Tableau,SAS"
Business Development Manager (NY Business Intelligence),,0,,,,30,0,0,
Digital Marketing Analyst,3.8,0,Morgan Lewis,103,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau"
"Uber Eats Regional Operations Manager, Business Intelligence",3.5,0,Uber,1,"New York, NY 10001",30,40.72982535,-73.96075198,"Python,SQL,R,Tableau,AWS"
"Manager, Business Intelligence",3.6,0,Revlon,479,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau,Big-Data"
"Business Analyst / Operations Analyst, Private Markets",3.9,0,Neuberger Berman,81,"New York, NY 10004",30,40.7127281,-74.0060152,"Python,SQL,R"
"Business Analyst, Revenue Management and Value Creation",3.7,0,coty,582,"New York, NY 10118",30,40.74842826,-73.98550419,"Python,SQL,R,Tableau,AWS,AI"
Analytics Senior Associate (Immediate Start),4.1,0,Charles River Associates,15,"New York, NY 10018",30,40.7602435,-74.0028752,"Python,SQL,R,Tableau,SAS"
ETF Lead Business Analyst,3.9,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,R
Sr Enterprise Business Analyst,3.5,0,Healthfirst,514,"New York, NY 10004",30,40.7127281,-74.0060152,"SQL,R,Java"
Sr. Specialist Business Process Analyst,3.5,0,BNY Mellon,4,"New York, NY",30,40.7127281,-74.0060152,
"Sr. Business Analyst, Trade & Transaction Reporting Operatio...",3.5,0,CAPCO,138,"New York, NY 10271",30,40.7127281,-74.0060152,
Analytics Associate Principal (Immediate Start),4.1,0,Charles River Associates,15,"New York, NY 10018",30,40.7602435,-74.0028752,
Business Operations Analyst (Salesforce Implementation Consu...,,0,,,,30,0,0,R
Operations - Business Architecture & Change Management - Bus...,4,0,Goldman Sachs,1,"New York, NY 10282",30,40.7127281,-74.0060152,"Python,SQL,R"
NY/NJ Area Business Class Lead – Transportation Data Analyti...,3.9,0,HDR,316,"New York, NY",30,40.7127281,-74.0060152,R
Tech Business Analyst,,0,,,,30,0,0,"SQL,R,SAS"
Business Analyst with Adobe Experience Manager (AEM) experie...,3.8,0,Capgemini,6,"New York, NY 10036",30,40.7644002,-73.998863,
"Asset & Wealth Management, Product Manager, Business Analyst...",3.9,0,JP Morgan Chase,21,"New York, NY 10172",30,40.7555755,-73.97503,"Python,SQL,R,Java,Tableau,Data-Warehouse"
Senior Financial Systems Analyst - Decision Support - SQL Ex...,4.2,0,NewYork-Presbyterian Hospital,1,"Manhattan, NY",30,40.7896239,-73.9598939,R
Salesforce Business Analyst,3.3,0,National Debt Relief,196,"New York, NY 10004",30,40.7127281,-74.0060152,
"Director, Business Intelligence, Peacock, Direct-to-Consumer",4,0,NBCUniversal,2,"New York, NY",30,40.7127281,-74.0060152,
Business Analyst - Facilities Applications,4.1,0,NYU Langone,1,"New York, NY",30,40.7127281,-74.0060152,
Business Intelligence Director- Data Science,3.6,0,Wolters Kluwer,661,"New York, NY",30,40.7127281,-74.0060152,
Senior ETL/Informatica Engineer â€“ Business Intelligence (C...,3.9,0,Bloomberg,755,"New York, NY",30,40.7127281,-74.0060152,"R,Tableau,Data-Analysis"
Senior BI/QlikSense Engineer - Business Intelligence (Consul...,3.9,0,Bloomberg,755,"New York, NY",30,40.7127281,-74.0060152,"SQL,R"
Senior PACS Administrator and Manager (Clinical Business Ana...,3.8,0,NYC Health + Hospitals,787,"New York, NY 11201",30,40.7127281,-74.0060152,
Software Analyst- (Business Analyst),,0,,,,30,0,0,
Data Analyst,,0,,,,30,0,0,"SQL,R,Tableau"
"Data Analyst, Special Investigations Unit",,0,,,,30,0,0,
"Manager, Data Analytics (Association Office YMCA)",4,0,YMCA of Greater New York,26,"New York, NY 10023",30,40.77851305,-73.98193709,
IT Technical Business Analyst - Data Integrations,3.1,0,Peloton,64,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,Microsoft-Office"
Business Analyst,4,0,Amobee,12,"New York, NY 10010",30,40.7392225,-73.97336,"SQL,R,Data-Warehouse"
Business Analyst,3.4,0,ThoughtFocus,21,"New York, NY 10001",30,40.72982535,-73.96075198,"SQL,R,Tableau,NoSQL"
Microsoft Power BI Consultant,,0,,,,30,0,0,R
Risk & Insurance Programs Business Analyst,4.4,0,Justworks,12,"New York, NY 10001",30,40.72982535,-73.96075198,"SQL,R,Data-Analysis"
"Business Intelligence Analyst/Visualization, Marketing Analy...",4.3,0,Spotify,50,"New York, NY 10011",29,40.7127281,-74.0060152,R
Business Intelligence Analyst,3.1,110000,Integra Partners,15,"New York, NY 10005",29,40.7127281,-74.0060152,
Data Analyst,4,0,Ride Health,2,"New York, NY",29,40.7127281,-74.0060152,R
Business Analyst - Platform Solutions,2.5,0,Fundation Group LLC,2,"New York, NY",29,40.7127281,-74.0060152,Tableau
Institutional Data Analyst,,0,Weill Cornell Medicine,571,"New York, NY 10022",29,40.7607161,-73.9669623,"Python,SQL,R,Tableau,Microsoft-Office"
Media Data Business Analyst,,0,Dentsu Aegis Network,184,"New York, NY",29,40.7127281,-74.0060152,R
Business Analyst,,0,WebMD,189,"New York, NY 10011",29,40.7127281,-74.0060152,"SQL,R,AI,Microsoft-Office"
Underwriting Analyst,,0,Swiss Re,136,"New York, NY",29,40.7127281,-74.0060152,"R,SAS"
Business Operations Analyst,3.6,0,Common,8,"New York, NY",29,40.7127281,-74.0060152,"Python,SQL,R,Java,Tableau,AWS,Azure"
Data Analyst,,0,,,,28,0,0,
Big Data Analyst / Engineer,2.8,0,Affinity Solutions,11,"New York, NY 10261",28,40.74123595,-73.35669117,"SQL,R,SAS"
Business Intelligence Analyst,,0,,,,28,0,0,
Senior Analyst - Sales Strategy and Operations,4.4,0,Twitch,92,"New York, NY",28,40.7127281,-74.0060152,R
Business Operations Analyst,3.6,0,Common,8,"New York, NY",28,40.7127281,-74.0060152,"Python,SQL,R,Tableau,SAS,AWS"
"Senior Analyst, Sales Strategy and Operations",3.6,0,"Twitch Interactive, Inc.",39,"New York, NY",28,40.7127281,-74.0060152,"SQL,R,Oracle"
"Analyst, Advanced Data Modeler",,0,"Media Storm, LLC",16,"New York, NY 10013",28,40.7127281,-74.0060152,R
Customer Operations Analyst,,0,Penguin Random House LLC,382,"New York, NY 10019",28,40.7579089,-73.9854044,R
Data Specialist,3.7,0,Sartorius Corporation,140,"New York, NY",28,40.7127281,-74.0060152,
Business Operations Analyst,3.9,0,WW International (formerly Weight Watchers),409,"New York, NY",28,40.7127281,-74.0060152,"Python,R,Java,Tableau"
Business Analyst Intern: Summer 2020,,0,Liquidnet,11,"New York, NY",28,40.7127281,-74.0060152,R
"Director, Business Intelligence",,0,Macy's,30,"New York, NY 10001",28,40.72982535,-73.96075198,R
"Director, Business Intelligence",,0,,,,28,0,0,"SQL,R,Java"
"Specialist - Product Data Analytics, Technology & Digital",,0,McKinsey & Company,503,"New York, NY 10022",27,40.7607161,-73.9669623,
Data Analyst,4.5,0,Bounce Exchange,6,"New York, NY",26,40.7127281,-74.0060152,
"Data Analyst, Customer Success",,0,,,,25,0,0,
Business Analyst,4.2,0,Warner Bros Careers,651,"New York, NY",25,40.7127281,-74.0060152,
"Business Intelligence Analyst, Entertainment Content",3.9,0,CBS,1,"New York, NY 10176",25,40.74123595,-73.35669117,"Python,SQL,R,Tableau"
Financial Data Analyst I (IWM),3.9,0,Credit Suisse,1,"New York, NY 10022",25,40.7607161,-73.9669623,"Python,SQL,Machine-Learning,R,Spark,SAS,Scala,MATLAB"
"Data Analyst I, Department of OBGYN",3.9,0,Mount Sinai,1,"New York, NY",25,40.7127281,-74.0060152,R
Business Analyst,,0,,,,25,0,0,"Python,R"
Data Analyst,,0,"CGI Group, Inc.",2,"New York, NY 10007",25,40.7127281,-74.0060152,R
BI Data Analyst,,0,Major League Baseball,77,"New York, NY",25,40.7127281,-74.0060152,"Python,SQL,R"
"CIB-Wholesale Payments-Data Product Specialist, Analyst/Asso...",,0,J.P. Morgan,21,"New York, NY 10179",25,40.74123595,-73.35669117,"Python,SQL,R"
Data Analyst,,0,,,,25,0,0,"Python,SQL,R,Azure"
Sales Analyst,4,0,The New York Times,239,"New York, NY 10036",25,40.7644002,-73.998863,R
Business Intelligence Analyst,3.9,0,CBS,1,"New York, NY 10176",25,40.74123595,-73.35669117,R
"Sr. Analyst, Business Intelligence",,0,,,,25,0,0,
Core Data Science Intern (PhD),,0,Facebook,494,"New York, NY 10017",25,40.7524472,-73.9646461,R
Business Intelligence/ Due Diligence Analyst,,0,,,,25,0,0,
Business Intelligence Consultant,,0,,,,25,0,0,
Senior Business Analyst,3.1,0,TravelCLICK,86,"New York, NY 10036",25,40.7644002,-73.998863,R
Entry level / Fresher/ Junior Data Analyst,4.5,55000,"KGS Technology Group, Inc",36,"New York, NY",24,40.7127281,-74.0060152,"SQL,R,SAS,Oracle"
Data Analyst,4.2,0,PlaceIQ,10,"New York, NY 10011",24,40.7127281,-74.0060152,"R,Tableau"
Omnichannel Data Analyst,3.9,0,LACOSTE CORPORATE,467,"New York, NY",24,40.7127281,-74.0060152,
Senior Analyst - Sales Strategy and Operations,4.4,0,Twitch,92,"New York, NY 10261",24,40.74123595,-73.35669117,"SQL,R,Data-Analysis"
Compensation Analyst,4.3,0,Google,3,"New York, NY 10011",24,40.7127281,-74.0060152,"R,Java,Tableau,Oracle,AI"
Senior Business Analyst,4.3,0,Spotify,50,"New York, NY 10011",24,40.7127281,-74.0060152,R
"Data & Insights Analyst, Wirecutter",4,0,The New York Times,239,"New York, NY 10036",24,40.7644002,-73.998863,"SQL,R"
Data Solutions Analyst,,0,BNY Mellon,4,"New York, NY",24,40.7127281,-74.0060152,
"Policy Analyst, Health",,0,NYC Office Of The Mayor,6,"New York, NY",24,40.7127281,-74.0060152,R
Analyst Vantage Planning Solutions,,0,Viacom,607,"New York, NY 10036",24,40.7644002,-73.998863,"SQL,R,AI"
Business Analyst,3.7,0,Virtusa,621,"New York, NY",24,40.7127281,-74.0060152,"Python,SQL,R,Java"
Senior Business Analyst,,0,Capgemini,6,"New York, NY 10036",24,40.7644002,-73.998863,R
"Technical pre-Sales Consultant, Business Intelligence & Anal...",,0,Tableau,58,"New York, NY",24,40.7127281,-74.0060152,"Python,SQL,R"
IT Business Analyst,,0,Vera Institute of Justice,9,"Brooklyn, NY 11232",24,40.6501038,-73.9495823,"R,Spark,Microsoft-Office"
Technology Lead Business Process Analyst,3.5,0,BNY Mellon,4,"New York, NY",24,40.7127281,-74.0060152,R
Analyst Data,4.2,0,NewYork-Presbyterian Hospital,1,"Manhattan, NY",23,40.7896239,-73.9598939,
Data Analyst,3.5,0,New York City DEPARTMENT OF CORRECTION,350,"Queens, NY 11370",23,40.6524927,-73.79142142,"R,Tableau"
Data Operations Analyst,,0,,,,23,0,0,
Clinical Quality Data Analyst,,0,,,,23,0,0,
Entry level/ Fresher Business Analyst,4.5,0,"KGS Technology Group, Inc",36,"New York, NY",23,40.7127281,-74.0060152,R
Salesforce Administrator/ Business Analyst,4.8,0,Bluecore,4,"New York, NY 10261",23,40.74123595,-73.35669117,R
Orion - Media Data Analyst,,0,IPG Mediabrands,70,"New York, NY",23,40.7127281,-74.0060152,"SQL,R"
Media Data Analyst,,0,Orion Worldwide,4,"New York, NY",23,40.7127281,-74.0060152,"Python,SQL,R,Tableau,SAS,Oracle,AI"
"Marketing Data Management Analyst, Corporate & Investment Ba...",,0,JP Morgan Chase,21,"New York, NY 10179",23,40.74123595,-73.35669117,"R,Microsoft-Office"
Senior Data Analyst,,0,,,,23,0,0,"Machine-Learning,R"
IT Business Analyst,3.5,0,Signature Bank,68,"New York, NY",23,40.7127281,-74.0060152,"SQL,R"
Director of Data Analytics,,0,,,,23,0,0,"Python,SQL,R,Tableau,Oracle,Microsoft-SQL-Server"
Ad Operations Analyst,,0,Nextdoor,19,"New York, NY",23,40.7127281,-74.0060152,
Senior Business Analyst,,0,,,,23,0,0,"Python,SQL,R,Java"
Business Analyst- Expert,,0,,,,23,0,0,"Python,SQL,R,Hadoop,Tableau,SAS"
Senior Business Analyst,,0,,,,23,0,0,R
Data Analyst (Marketing Analytics),3.9,0,WW International (formerly Weight Watchers),409,"New York, NY",22,40.7127281,-74.0060152,R
Media Data Business Analyst,3.8,0,Dentsu Aegis Network,184,"New York, NY 10261",22,40.74123595,-73.35669117,"SQL,R,Tableau,SAS"
"Subscriptions Data Analyst, BI Prime",,0,,,,22,0,0,"SQL,R,Oracle,AI"
Clinical Informatics Analyst,3.3,0,Fidelis Care,1,"New York, NY",22,40.7127281,-74.0060152,"SQL,R,SAS"
Advanced Retail Data Analytics Manager,4,0,Diageo,595,"New York, NY 11215",22,40.7127281,-74.0060152,R
